hid,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29
B031,-2.2357885633957464,-2.507215851221185,-2.6520782910119465,-3.3062036233520953,1.2144756296144958,1.2547879897061285,-2.848757443706041,-0.7715379434954429,-0.5094244637679126,-0.38307037662780463,1.60056434477311,0.7871974901223067,0.58759082580347,0.1872693164199811,-0.01831855108457401,-0.9431071107398364,0.5189284072858277,0.0652462319422614,0.4581288771054558,-0.07676166539259051,0.14422007740403314,0.3711711105203329,0.35284643136566374,0.1626889102400874,-0.07501772131590619,-0.07860588921177646,0.6733544271823877,0.4174016885369008,-0.11887788641602377,0.29742728165204735
B032,0.17359563323974422,-2.170666047420075,-1.3569349489698537,-3.163601977987259,0.3694531607910105,0.19499149487055012,-2.049899189581706,-0.1460322998923033,-0.541085149107895,0.5911761218008362,0.30803828333370276,-0.40161496044867057,-0.3536230429845186,0.14942093221434805,0.9068126130545334,0.11448079109515902,0.9910904354901386,-0.48705200108427205,0.10627459739623629,-0.3346794182323564,0.6361142900509732,0.007029778246564045,-0.17344456418001958,0.7151336281615712,0.407619590730282,0.45344697112213816,-0.39405152925535814,-0.3146516210411042,-0.13552542798744838,0.018225954821324157
B033,-6.128737246288565,0.3644901841389739,-2.1538855263469427,2.0741625414336236,-2.4194357407019247,4.636629244486675,0.7198419526569765,0.4042800650648787,0.7726631931740202,-1.5755153612746153,-0.40142740194601534,0.2909552049103346,-1.6274297005156146,0.45404647270052173,0.688590061951036,0.4560091844842241,0.7946345749537959,2.1410938513077484,-0.35064413164097896,0.06878279425311547,0.12709661231549477,0.15680577069906113,-0.08113575647152196,-0.012354646772854857,-0.11123539042912783,0.18585065926073924,-0.020969928465130638,-0.00022535345834359978,0.05616681949424256,0.021030398060744835
B034,0.019401289545720325,-2.4602556160084683,-1.5037376332323213,-2.568006258680257,1.9333538815786886,-0.20694863540928152,-2.441602196591524,-0.24271092869861266,-1.4990579958692702,-0.012877670915716634,0.716395367809552,1.5075231847718524,-0.6987009029796172,-0.7228622299311999,0.4305738949239407,-0.2912332415357967,-0.20830361972915223,0.556134583671112,0.20900475241407004,-0.2678345872840496,-0.08775226981314128,-0.07071406484696889,0.3418023939932661,-0.19271413790814695,0.09100141739218909,-0.40351964039024535,-0.21175579216687315,-0.3105465292111091,0.2657153499179413,-0.11315534462314833
B035,-1.5326240173873722,-0.9211533729519689,-2.3769373395153552,0.542548748572552,-1.5126188284988438,1.6862688211911647,-0.3373652203835955,0.6349157843383253,-1.1530857418130342,2.279783442359591,-1.583400324939909,-0.9137868518531654,-0.3779965562912953,0.024167255032804074,-0.2833005752196524,-0.43046735002770525,0.17308858508465455,-0.6379887467780202,0.4531040286905408,0.12120429976646951,-0.05560925675636384,-0.11162128630012302,-0.4284474062088453,-0.15713805242925527,0.1348363282462503,-0.0160869212963305,-0.030904529296703127,0.014724164547060041,0.2293922792397899,0.007812825420428831
B036,-1.4888463066709676,-0.6191449735382656,-2.3977855037242963,0.015235891371374934,-1.9796473759790472,1.8687096854109213,0.3362853904121088,0.25824233135750396,-1.0887981827041442,1.9700259998916252,-0.7600493771574134,-1.8492674066108916,-0.07618354741421429,0.33781725945249985,-0.6820095987466674,0.15369771244743585,-0.5620234950987939,-0.3842693200744487,-0.306576058201324,0.4943915897310108,0.24183474611744118,-0.3254884684026903,-0.027849031431369083,-0.12151077426993281,0.26324654160037575,-0.2547926089539178,0.24460119965956498,-0.31654129055944275,0.24383051035729206,0.3297861295094976
B037,2.3789484534427054,-2.5421368009846486,-0.4116436827681725,-0.3169016539127758,2.7247918400038893,-2.005364683313393,-0.3694273500513227,-0.4652776106895939,-1.3785895177432703,0.688883324331803,-0.6938687739891584,0.8175568613743345,-1.0063399503859816,-0.5263888872002452,0.506047064007871,0.6038112015423441,-0.07508220715188545,0.3640179236167577,-0.38367372990295134,1.106208865591883,0.046795734691535126,-0.33292415155517296,0.031107541504266985,-0.4630881862458301,-0.151110433753198,0.13070553532570445,-0.033204293221866396,0.24118496831081726,0.2998174221452127,-0.12274935612942744
B038,3.004367099715294,-1.4754837913696073,-0.20134191079315455,-2.978405034184885,0.28873657400739944,-0.6533400925399233,0.0019170460924466234,1.1787289176806928,1.2785615578039566,0.7369469915964187,-0.3469102800197814,0.3849394087650426,-0.377593637651475,0.6020728028030474,-0.328920929336526,0.29810620730511483,-0.17035506793164124,-0.12778032475872092,-1.0688470578123783,-0.20894208489531854,0.5203091935102913,-0.35566877021744964,-0.48338453927621183,-0.22188748648285583,-0.41605210502778517,0.04151262118157879,-0.03196254617396487,0.6749508885985193,0.07610639289705817,0.057190807090254585
B039,2.538075237562622,-1.8722083082220426,-0.602631483037879,0.09081327489724117,1.214499881220036,-1.2565033952295441,-0.4124828519695483,-0.9387893976866165,1.435139055023924,0.11397436276422974,-0.861185454407919,-0.027965425956054786,-0.34211975935196687,-0.18220414077147695,0.02168888257529996,0.7597028224001908,-0.2803675370816414,0.0415585079381596,-0.6296817282243538,-0.2088206352001544,0.5286549890369534,-0.5525020201226191,0.21540494725190595,0.18568863483077996,0.06299160839269809,0.23503709061823563,-0.33838954095133533,0.0011200170982591379,-0.27203948624685304,0.13856782320239525
B040,3.517222906367767,0.03225398500228699,0.058841117203764226,-0.44142930767944877,-2.1742891272277003,-0.6791844686123256,-0.341046861923369,2.744632104093487,0.16890622488424167,-1.1737926700498869,0.9031404241840515,-1.2260283787838464,0.1313063528972114,0.22368231004810593,-0.5097277860735276,-0.01689723389483143,0.17638402054765184,-0.02786092756542729,-0.5113215523132942,-0.23130069633387426,0.10842867389961967,-0.1585082639366707,-0.43482944202874513,-0.013967541998176156,-0.0015785182687055991,-0.5258080338563429,0.132701286614295,0.08860928713204974,-0.40193968883867826,0.009818678303422814
B041,3.04043803721645,-0.6751857761430018,-0.3279247584770045,2.6238080140659035,-0.5166114949804052,-1.3652581685839547,-1.4627181201392245,1.2208664503212234,0.09722220265197856,-1.4592050527813532,-0.2847059622276068,-0.46690210143508487,-0.18166745013677968,-0.4269615030702361,-0.042839065622522536,-0.2463719859941967,0.7873712134414842,-0.251456833980791,0.47983515415969713,-0.20696037101114959,-0.4076926604345232,0.15427039095352174,-0.41650294338485355,0.17341585590185346,0.16320608468217093,-0.18107923829169795,-0.6325380130117101,0.17561488021442484,-0.08445904724015259,0.2126176653756861
B042,-0.4171135167157708,-0.24286567994147418,0.16531516000211252,0.7492136689650603,-0.41951807056642193,-1.9684443583981728,-0.38195985207536026,0.3599352947147401,0.5967323017400558,0.10861035175615766,-2.131677304149965,-0.38869145841982683,1.5140126189416876,1.4364911805519944,3.1490592176024412,-1.1565033991548477,-0.9977472214301322,0.509904451777161,0.09470180452676637,-0.10512856773201293,-0.08391862087032172,-0.019261423903501544,0.0018532410938602618,0.09521589286344266,-0.14720473692054065,-0.21375707918507153,0.10091609635298857,-0.036306197022257146,-0.015659930150850678,0.005677571211554999
