Identifier,SMILES,Synthesis Procedure,Optical Measurements,Absorption Wavelength (nm),Emission Wavelength (nm),Photoluminescence Quantum Yield,Photoluminescence Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Gain Cross Section (cm^2)
A001B001C018,Fc1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Full Characterization,376.0995205210143,451.3143611772193,0.9079336273912262,1.1549609872724849,,2.0445010598037087e-16
A001B001C042,Oc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(O)cc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C019,Fc1c(F)c(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(F)c(F)c1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C022,O=[N+]([O-])c1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C026,O=[N+]([O-])c1c(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)sc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c1[N+](=O)[O-],First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C043,Fc1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2nsnc2c1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C021,FC(F)(F)c1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Full Characterization,373.762201500308,467.5064360604953,0.8919678052236047,1.5303856439944634,,1.4316465784281254e-16
A001B001C020,COc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(OC)cc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Full Characterization,393.99686262541576,463.6541349491737,0.8839429834166377,1.2511187753138888,,2.12285651279882e-16
A001B001C025,C(=C/c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)s1)\c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C024,C(=C/c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2nccnc12)\c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B024C023,Nc1cc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3o2)ccc1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2o1,First-Generation Conditions,Full Characterization,364.4062715110789,467.5064360604953,0.497501432601669,1.389583112385099,,8.841025644793337e-17
A001B024C025,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)ccc6o5)s4)cc3c2)cc1,First-Generation Conditions,Full Characterization,383.88577861530393,447.4543034366252,0.3591964552047099,0.6990728483388626,,1.1794053620028475e-16
A001B001C023,Nc1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C044,O=S(=O)(F)c1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A017B023C032,Cn1ccc2cc(-c3ccccc3-c3ccccc3-c3cc(C(F)(F)F)c(-c4ccccc4-c4ccccc4-c4ccc5c(ccn5C)c4)cn3)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A001B022C025,Fc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2F)s1,First-Generation Conditions,Full Characterization,300.1890812457546,442.0471196397086,0.4919087111802261,1.2184172244905105,,8.484291511143457e-17
A010B004C042,Oc1cc(-c2cccnc2-c2cccc(-n3c4ccccc4c4ccccc43)c2)c(O)cc1-c1cccnc1-c1cccc(-n2c3ccccc3c3ccccc32)c1,First-Generation Conditions,Failed Synthesis,,,,,,
A016B018C017,Cc1cc(-c2ccc(-c3ccc(-c4ccc5ncn(C)c5c4)nc3)cc2)c(C)cc1-c1ccc(-c2ccc(-c3ccc4ncn(C)c4c3)nc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A014B017C031,CN(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N(C)C)cc7)s6)s5)nn4)s3)s2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C028,Fc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(F)cc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Full Characterization,380.772162492044,466.7361235717311,0.9266044559114166,1.57204240602129,,1.3459905864275466e-16
A001B024C043,Fc1cc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3o2)c2nsnc2c1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2o1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B024C028,Fc1cc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3o2)c(F)cc1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2o1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B024C024,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)ccc6o5)c5nccnc45)cc3c2)cc1,First-Generation Conditions,Full Characterization,300.1890812457546,466.7361235717311,0.5699138210352444,1.588818896644933,,6.372779454473451e-17
A014B020C027,CN(C)c1ccc(-c2cccc(F)c2-c2sc(-c3c(F)cccc3-c3ccc(N(C)C)cc3)c3c2OCCO3)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A001B001C030,O=C(O)c1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A032B020C037,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccsc3-c3sccc3-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A014B002C017,Cc1cc(-c2ccc(-c3sccc3-c3ccc(N(C)C)cc3)cc2)c(C)cc1-c1ccc(-c2sccc2-c2ccc(N(C)C)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A016B017C043,Cn1cnc2ccc(-c3ccc(-c4ccc(-c5cc(F)c(-c6ccc(-c7ccc(-c8ccc9ncn(C)c9c8)s7)s6)c6nsnc56)s4)s3)cc21,First-Generation Conditions,Failed Synthesis,,,,,,
A001B024C026,O=[N+]([O-])c1c(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3o2)sc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3o2)c1[N+](=O)[O-],First-Generation Conditions,Failed Synthesis,,,,,,
A001B013C018,N#Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2C#N)c(F)c1,First-Generation Conditions,Full Characterization,300.1890812457546,500.5600032634237,0.2118794330572831,1.4370780223324326,,3.501689040339176e-17
A001B001C011,C(=C/c1cc2sc(/C=C/c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)cc2s1)\c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A014B033C009,CCOc1c(-c2ccc(N(C)C)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N(C)C)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Poor Yield,,,,,,
A014B052C009,CN(C)c1ccc(-c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5cc(-c6ccc(N(C)C)cc6)c6ccccc6c5F)c5ccccc45)c4ccccc34)c(F)c3ccccc23)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A024B033C009,CCOc1c(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A022B033C009,CCOc1c(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N5c6ccccc6Sc6ccc(C(F)(F)F)cc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Poor Yield,,,,,,
A028B033C009,CCOc1c(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N5c6ccccc6CCc6ccccc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A039B033C009,CCOc1c(-c2ccc3c(c2)c2ccccc2n3CC)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc5c(c4)c4ccccc4n5CC)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A027B033C009,CCOc1c(-c2ccc(-n3c4ccc(C)cc4c4cc(C)ccc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(-n5c6ccc(C)cc6c6cc(C)ccc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A026B033C009,CCOc1c(-c2ccc(-n3c4cc(OC)ccc4c4ccc(OC)cc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(-n5c6cc(OC)ccc6c6ccc(OC)cc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A023B033C009,CCOc1c(-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N5c6ccccc6Sc6ccc(OC)cc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Poor Yield,,,,,,
A014B059C009,CN(C)c1ccc(-c2ccc3oc(-c4c5ccccc5c(-c5c6ccccc6c(-c6cc7cc(-c8ccc(N(C)C)cc8)ccc7o6)c6ccccc56)c5ccccc45)cc3c2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A014B051C009,CN(C)c1ccc(-c2ccc(F)c(F)c2-c2c3ccccc3c(-c3c4ccccc4c(-c4c(-c5ccc(N(C)C)cc5)ccc(F)c4F)c4ccccc34)c3ccccc23)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B057C009,CN(C)c1ccc(-c2cscc2-c2c3ccccc3c(-c3c4ccccc4c(-c4cscc4-c4ccc(N(C)C)cc4)c4ccccc34)c3ccccc23)cc1,Second-Generation Conditions,Poor Emission,401.7661190724453,,,,,
A021B033C009,CCOc1c(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A020B033C009,CCOc1c(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A042B033C009,CCOc1c(-c2ccc3c(ccn3C)c2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc5c(ccn5C)c4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Full Characterization,300.1890812457546,486.74024333184616,0.121096748488713,11.008322808457931,,2.606057492795198e-18
A018B033C009,CCOc1c(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Poor Yield,,,,,,
A003B049C087,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(F)c(-c4cc(C)c(-c5cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)ccc5F)s4)c3)cc2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A003B039C151,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4cc(-c5cccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)c5nccn5c4)c3)cc2)cc1,Second-Generation Conditions,Full Characterization,309.6177838720117,479.8213905141602,0.2402368872295594,5.723404703375112,,1.1317225552783185e-17
A003B039C067,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4cccc(OC)c4-c4cccc(-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)c4)c3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A003B048C151,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(F)c3-c3cc(-c4c(F)cccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4nccn4c3)cc2)cc1,Second-Generation Conditions,Full Characterization,305.69045238888265,475.9749984205025,0.2137717229243838,6.356689215116292,,8.481829281807686e-18
A003B035C151,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(OC)cc3-c3cc(-c4cc(OC)ccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4nccn4c3)cc2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A003B036C151,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(OC)c(-c4cc(-c5cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)ccc5OC)c5nccn5c4)c3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A003B039C142,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4ccc(-c5cccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)c5[nH]ccc45)c3)cc2)cc1,Second-Generation Conditions,Full Characterization,330.01009728149535,487.5086354876472,0.1696366994821639,3.935356932192769,,1.1870996355241684e-17
A038B039C151,c1ccc(-n2c3ccccc3c3ccc(-c4cccc(-c5cc(-c6cccc(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c6)c6nccn6c5)c4)cc32)cc1,Second-Generation Conditions,Poor Emission,307.26160691063825,,,,,
A038B055C075,O=C(O)Cc1ccc(-c2cc(C(F)(F)F)ccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1-c1cc(C(F)(F)F)ccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B047C075,O=C(O)Cc1ccc(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)cc(C(F)(F)F)c2)cc1-c1cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc(C(F)(F)F)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B037C075,O=C(O)Cc1ccc(-c2ccc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)cc2)cc1-c1ccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B042C003,Cc1cc(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)ccc2C#N)c(C)cc1-c1cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)ccc1C#N,Second-Generation Conditions,Full Characterization,380.772162492044,469.0468394415339,0.8894184721682764,0.9876484293298295,,3.058023912910697e-16
A038B040C067,COc1cccc(-c2cccnc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1-c1cccnc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Poor Yield,,,,,,
A003B039C046,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4cc(-c5cccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)c(OCc5ccccc5)cc4F)c3)cc2)cc1,Second-Generation Conditions,Full Characterization,324.52477783986825,480.59044735950346,0.3111242052069109,5.343504165663342,,1.6119510106843246e-17
A008B033C009,CCOc1c(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A034B033C009,CCOc1c(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A035B033C009,CCOc1c(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc5c(c4)c4cc(-c6ccccc6)ccc4n5-c4ccccc4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A036B033C009,CCOc1c(-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4cccc(N(c5ccccc5)c5ccccc5)c4)c3OCC)c3ccccc23)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A022B043C009,Cc1cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc(-c2c3ccccc3c(-c3c4ccccc4c(-c4cc(C)cc(-c5ccc(N6c7ccccc7Sc7ccc(C(F)(F)F)cc76)cc5)c4)c4ccccc34)c3ccccc23)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B038C009,CN(C)c1ccc(-c2ccccc2-c2c3ccccc3c(-c3c4ccccc4c(-c4ccccc4-c4ccc(N(C)C)cc4)c4ccccc34)c3ccccc23)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
