smiles,Gain Cross Section (cm^2),Quantum Yield,Emission Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Wavelength (nm)
CCOc1c(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)cc(Cl)cc1-c1csc(C(=O)O)c1-c1cc(Cl)cc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)c1OCC,2.1639344841299416e-17,0.22031054543477424,2.6716958001694495,6.221990319629369e-25,472.8965552730122
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cncc(-c4ccc(-c5cncc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5)c(C(=O)O)c4)c3)cc2)cc1,1.1194449949479364e-18,0.00923694826099022,2.3376841378394806,6.714142248132331e-25,498.2583714840311
COc1c(-c2cccnc2-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc(N)cc1-c1cccnc1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1,1.808897058734984e-20,0.0017198398329239587,nan,nan,nan
COC(=O)c1cc(-c2ccc(-c3ccc4c(ccn4C)c3)cc2C)c(-c2ccc(-c3ccc4c(ccn4C)c3)cc2C)[nH]1,9.49934534717e-20,0.0033158411053426325,nan,nan,nan
Fc1cc(-c2cc(C(F)(F)F)ccc2-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)c(F)cc1-c1cc(C(F)(F)F)ccc1-c1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1ccccc1,4.3016710928976347e-17,0.3233529516525732,1.673855165190682,5.178895654193229e-25,444.3649274137839
Cc1c(-c2ccc(-c3ccc4c(ccn4C)c3)nc2)ccc(-c2ccc(-c3ccc4c(ccn4C)c3)nc2)c1C,1.1013158570614481e-20,0.0024181893778964817,nan,nan,nan
COc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc(-c2nnc(-c3cc(OC)cc(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)c3)s2)c1,3.9489944720958974e-20,0.0011113566824326603,nan,nan,nan
CCn1c2ccccc2c2cc(-c3cc(C)c(F)c(-c4cc(OC)cc(-c5cc(-c6ccc7c(c6)c6ccccc6n7CC)cc(C)c5F)c4)c3)ccc21,3.1529019111613995e-17,0.10430228575475942,1.3684297396895493,9.307255922779145e-25,386.2202145070444
Cc1cc(-c2ccc(-c3ccc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)s3)s2)nnc1-c1ccc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)s2)s1,9.919335675217371e-17,0.1616319555238055,0.605915902517283,8.395063712817443e-25,474.4359245684383
CN(C)c1ccc(-c2ccc(C(F)(F)F)cc2-c2ccc(-c3cc(C(F)(F)F)ccc3-c3ccc(N(C)C)cc3)o2)cc1,7.067557423558119e-18,0.1216881520321248,2.1581235801560656,5.640238431107182e-25,455.172571993872
Cc1cc(-c2ccc(N(C(=O)OC(C)(C)C)c3ccccc3)cc2)cc(-c2sc(-c3cc(-c4ccc(N(C(=O)OC(C)(C)C)c5ccccc5)cc4)cc(C)c3F)c([N+](=O)[O-])c2[N+](=O)[O-])c1F,1.3030981689366425e-17,0.1009166959291285,1.5204118985321171,4.41731011030688e-25,442.8197961137553
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)ccc6o5)c5nccnc45)cc3c2)cc1,6.372779454473451e-17,0.5699138210352444,1.588818896644933,4.037327577088122e-25,466.7361235717311
CCCCc1cc(-c2cc(OC)cc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c2)sc1-c1cc(OC)cc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c1,1.3056326577266353e-17,0.09476384357958852,1.2517019607563666,3.91600620543805e-25,404.87175210362307
Cc1cnc(-c2ccc(-c3ccc(N(C)C)c4ccccc34)s2)c(-c2ccc(-c3ccc(N(C)C)c4ccccc34)s2)c1,2.8925397533409004e-20,0.0010002036021767233,nan,nan,nan
Fc1c(-c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc4c3F)c(C(F)(F)F)c2)cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc12,5.119873215728053e-20,0.004632317503263258,nan,nan,nan
COc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccc(-c3ccc(-c4cc(OC)cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c4)cc3N)c(N)c2)c1,4.499451913530189e-17,0.41535243012591017,2.2507983145490873,5.761811245670011e-25,428.90031498163364
Cn1ccc2cc(-c3ccsc3-c3cc(C(F)(F)F)c(-c4sccc4-c4ccc5c(ccn5C)c4)cn3)ccc21,1.0639538236410096e-17,0.07866883394205144,1.644688710126303,5.15860986228304e-25,467.5064360604953
Fc1cccc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c1-c1ccc(-c2c(F)cccc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c2[nH]ccc12,7.378393885352842e-17,0.5298795816478915,1.7452507444709797,5.757958429993727e-25,394.77412088646463
c1ccc(-c2nc3ccccc3n2-c2ccc(-c3ccc(-c4ccc(-c5c6ccccc6c(-c6ccc(-c7ccc(-c8ccc(-n9c(-c%10ccccc%10)nc%10ccccc%109)cc8)s7)s6)c6ccccc56)s4)s3)cc2)cc1,9.152160011292286e-17,0.15352846855169158,0.5831647756053557,7.8218320854013595e-25,474.4359245684383
FC(F)(F)c1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ncc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,1.844313699675908e-16,0.7956293363047616,1.0856697285623853,5.733885865101049e-25,443.5923987049346
CCCCCCCCCCOc1cc(-c2sc3ccccc3c2-c2ccc3c(c2)c2ccccc2n3CC)c(OCCCCCCCCCC)cc1-c1sc2ccccc2c1-c1ccc2c(c1)c1ccccc1n2CC,6.724602951778924e-17,0.46167211420544146,1.9285141379239297,6.320309543752173e-25,392.4421243526405
Cc1csc(-c2cc3cc(-c4ccc(N(C)C)cc4)ccc3o2)c1-c1cc2cc(-c3ccc(N(C)C)cc3)ccc2o1,4.7849352305540236e-20,0.0023744735043819964,nan,nan,nan
FC(F)(F)c1ccc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c(-c2ccc3ccc(-c4cc(C(F)(F)F)ccc4-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)cc3c2)c1,1.793320254901059e-17,0.2553013043141579,3.865824245875154,6.109834462631811e-25,468.27667468358374
O=C(O)CCCCCCOc1cc(-c2cccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c2F)cc(-c2cccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c2F)c1,8.95717017460321e-17,0.5147773429232951,1.3712661525231855,5.684070610505926e-25,448.22646274188276
Cc1cc(-c2cc(C(F)(F)F)ccc2-c2ccc3c(ccn3C)c2)nnc1-c1cc(C(F)(F)F)ccc1-c1ccc2c(ccn2C)c1,2.5262632743966858e-20,0.009260182621364632,nan,nan,nan
Cc1cc(-c2cncc(-c3ccc(N(C)C)c4ccccc34)c2)c(C)cc1-c1cncc(-c2ccc(N(C)C)c3ccccc23)c1,3.2426483867566453e-20,0.0014503321188699722,nan,nan,nan
Fc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2cc(C(F)(F)F)c(-c3cc(F)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cn2)c1,1.1978750746459771e-17,0.1274196151090297,2.8177009325868783,6.889949371723772e-25,529.656487319634
CN(C)c1ccc(-c2ccc(F)c(F)c2-c2ccc(-c3ccc(-c4ccc(-c5c(-c6ccc(N(C)C)cc6)ccc(F)c5F)s4)s3)s2)cc1,8.448297531947393e-20,0.006120723714605386,nan,nan,nan
COc1cc(-c2cc(-c3ccc(-n4c5cc(OC)ccc5c5ccc(OC)cc54)cc3)ccc2C#N)cc(-c2cc(-c3ccc(-n4c5cc(OC)ccc5c5ccc(OC)cc54)cc3)ccc2C#N)c1,7.065142247218948e-20,0.0055698565133918245,nan,nan,nan
CN(C)c1ccc(-c2cc(F)cc(-c3ccc(-c4cc(F)cc(-c5ccc(N(C)C)cc5)c4)c4nsnc34)c2)cc1,3.7240846591610515e-20,0.001984582708824676,nan,nan,nan
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4cc(-c5cccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)c(OCc5ccccc5)cc4F)c3)cc2)cc1,1.6119510106843246e-17,0.3111242052069109,5.343504165663342,6.66991455236761e-25,480.59044735950346
COc1ccc2c(c1)N(c1ccc(-c3cc(F)cc(-c4cc(C(=O)O)c(-c5cc(F)cc(-c6ccc(N7c8ccccc8Sc8ccc(OC)cc87)cc6)c5)cn4)c3)cc1)c1ccccc1S2,6.888768235012334e-20,0.00891189701178443,nan,nan,nan
N#Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1cc(OC(F)(F)F)cc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2C#N)c1N,3.7084485125852813e-17,0.09900825069169342,0.639602922289551,5.814429100030599e-25,523.5397713764759
Fc1cccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)c1-c1cccc(-c2cccc(-c3c(F)cccc3-c3cccc(N(c4ccccc4)c4ccccc4)c3)n2)n1,8.068999902372565e-20,0.0031719522633156423,nan,nan,nan
Cc1nn(C)c(-c2cccc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2F)c1-c1cccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)c1F,8.58991303671191e-20,0.007642057184106459,nan,nan,nan
Fc1c(F)c(-c2cscc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(F)c(-c2cscc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1F,2.849421981312849e-17,0.09604487043102977,0.7155878542784415,4.964681486062197e-25,472.8965552730122
C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,1.784701352487191e-16,0.8488425575061659,1.167852587304393,5.655188859608818e-25,444.3649274137839
Cn1nnc(-c2sc3ccccc3c2-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1-c1sc2ccccc2c1-c1ccc2c(ccn2C(=O)OC(C)(C)C)c1,6.532167779523998e-20,0.00683480290174782,nan,nan,nan
CN(C)c1ccc(-c2ccc(C=Cc3cc(F)c(C=Cc4ccc(-c5ccc(N(C)C)c6ccccc56)cc4)cc3F)cc2)c2ccccc12,7.034397560123747e-17,0.540331300925639,1.6049118970691734,4.972846544980274e-25,423.4807180055759
Cc1cc(/C=C/c2ccc(-c3ccc(N(C)C)cc3)cc2)cc(/C=C/c2ccc(-c3ccc(N(C)C)cc3)cc2)c1O,7.474157749264911e-20,0.004584031264864729,nan,nan,nan
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccccc4-c4ccc(-c5cc(C)c(-c6ccc(-c7ccccc7-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)cc6)cc5C)cc4)cc3)c2c1,5.418259724968805e-18,0.09599860095811989,1.9663454856863545,2.4971076139966104e-25,389.3317607893373
Fc1cc(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,2.0445010598037087e-16,0.9079336273912262,1.1549609872724849,5.989529207371799e-25,451.3143611772193
COc1c(-c2ccnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc(C)cc1-c1ccnc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,8.88212983657306e-17,0.4768935074426599,1.4026014830821105,5.877769071370112e-25,405.64797558709427
Fc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc(-c2cc(-c3cc(F)cc(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)c3)c3[nH]c(=S)oc3c2)c1,6.91154692621462e-20,0.0014131664783965342,nan,nan,nan
C(=C/c1cnc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,2.7430351920918977e-18,0.007454546991423957,0.6206290196368425,5.937187243430385e-25,501.32706617068965
c1ccc(-c2nc3ccccc3n2-c2ccc(-c3cc(-c4cnc(-c5cc(-c6ccc(-n7c(-c8ccccc8)nc8ccccc87)cc6)no5)cn4)on3)cc2)cc1,2.4949311138839947e-20,0.005610746194728281,nan,nan,nan
CCn1c2ccccc2c2cc(-c3cc(-c4cc5sc(-c6cc(-c7ccc8c(c7)c7ccccc7n8CC)cc(C(F)(F)F)c6)cc5s4)cc(C(F)(F)F)c3)ccc21,6.386248142596525e-17,0.271727086395698,1.0784382800681374,5.710885873794199e-25,471.3568905299264
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc(F)cc(-c4ccc(-c5cc(F)cc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5)cc4)c3)cc2)cc1,1.4029365235180363e-17,0.1690734995842941,2.847364110857169,6.2670333424711165e-25,489.04519824466433
CN(C)c1ccc(-c2ccc(C=Cc3ccc(C=Cc4ccc(-c5ccc(N(C)C)c6ccccc56)cc4)c4nsnc34)cc2)c2ccccc12,4.4965266193903845e-20,0.0013226010776794049,nan,nan,nan
CCCCCCCCCCc1cc(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)ccc2OC)sc1-c1cc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)ccc1OC,2.3533940025193213e-18,0.049875224827645434,5.831419242326442,6.572898817636073e-25,477.51377683350285
C(=C/c1ccsc1-c1sccc1/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,5.1457112677602657e-17,0.13303714988997653,0.7890589748711301,7.234666751340942e-25,474.4359245684383
COc1ccc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc1-c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccc6c7ccccc7n(-c7ccc(-c8ccccc8)cc7)c6c5)ccc4OC)cc3)cc2)cc1,6.011907073458187e-18,0.12920004431929363,1.674924279449643,4.485031107306182e-25,392.4421243526405
COc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1c(F)c(F)c(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2OC)c2nsnc12,7.969821314917171e-20,0.0049996065917425805,nan,nan,nan
COc1ccc2c3ccccc3n(-c3ccc(-c4ccc5oc(-c6ccc(-c7cc8cc(-c9ccc(-n%10c%11ccccc%11c%11ccc(OC)cc%11%10)cc9)ccc8o7)c7nsnc67)cc5c4)cc3)c2c1,1.0027748080410888e-17,0.09280212492400704,0.7812257213360757,2.514582319593124e-25,392.4421243526405
CN(C)c1ccc(-c2ccc(F)c(F)c2-c2ccc(-c3c(-c4ccc(N(C)C)cc4)ccc(F)c3F)c3nccnc23)cc1,1.5593553370881904e-17,0.1275342911883122,1.4260053959898027,4.995218718209546e-25,455.172571993872
FC(F)(F)c1ccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c(-c2ccc(-c3ccc(-c4cc(C(F)(F)F)ccc4-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)s3)s2)c1,1.473125890078584e-20,0.008017870009544913,nan,nan,nan
Fc1cc(OCc2ccccc2)c(-c2cc3cc(-c4ccc5c(c4)c4cc(-c6ccccc6)ccc4n5-c4ccccc4)ccc3o2)cc1-c1cc2cc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)ccc2o1,1.045856025097981e-17,0.2191671290610101,4.631312900479439,5.025197883891584e-25,393.2195304476535
Cc1cc(-c2ccc3c(ccn3C)c2)ccc1-c1ccc(-c2ccc(-c3ccc4c(ccn4C)c3)cc2C)c2[nH]ccc12,3.816868380244259e-17,0.24055326678792435,1.3855535179001452,5.112562333998018e-25,394.77412088646463
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc(F)cc(-c4cn([Si](C(C)C)(C(C)C)C(C)C)cc4-c4cc(F)cc(-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)c4)c3)cc2)cc1,1.429054431301215e-17,0.2770291709525441,5.50907180543464,7.0535191330927535e-25,493.65311411771796
COc1ccc2c(c1)N(c1ccc(-c3cc(-c4cc(CO)cc(-c5cc(-c6ccc(N7c8ccccc8Sc8ccc(OC)cc87)cc6)cc(C(F)(F)F)c5)c4)cc(C(F)(F)F)c3)cc1)c1ccccc1S2,9.72223333306227e-20,0.0035558040548961034,nan,nan,nan
Fc1cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc(-c2cc(F)c(-c3cc(F)cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)c3)cc2F)c1,3.1600032614414166e-17,0.2111646294717733,1.2449927279499517,4.300634277277794e-25,405.64797558709427
CC(C)(C)n1cc(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)no2)c(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)no2)n1,3.4614481745086766e-17,0.17283357893387602,1.8727536028516698,8.439036589264296e-25,385.4421431325997
COc1ccc2c3ccccc3n(-c3ccc(-c4ccc(C#N)c(-c5ccc6c(c5)[nH]c5cc(-c7cc(-c8ccc(-n9c%10ccccc%10c%10ccc(OC)cc%109)cc8)ccc7C#N)ccc56)c4)cc3)c2c1,4.7018305326424136e-17,0.3885698097529662,1.9753136894323817,5.392005917586889e-25,385.4421431325997
COc1cc(-c2ccnc(-c3ccc(N4c5ccccc5Sc5ccc(OC)cc54)cc3)c2)cc(-c2ccnc(-c3ccc(N4c5ccccc5Sc5ccc(OC)cc54)cc3)c2)c1,6.438342035010508e-20,0.005503435999182367,nan,nan,nan
CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c([N+](=O)[O-])c4)cc3)ccc21,2.479082587431436e-17,0.06276915343860387,0.5657108649375613,5.027149046001259e-25,417.2824591014386
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc(-c4ccc(OC(F)(F)F)cc4-c4cc(-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)no4)on3)cc2)cc1,1.1077752977223712e-17,0.21275488797845085,5.641205987413008,7.309575819468803e-25,505.16127308720826
Cc1nc(N)c(-c2c(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)ccc(F)c2F)nc1-c1c(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)ccc(F)c1F,1.3589262593655572e-20,0.0038804928495816647,nan,nan,nan
C(=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)\c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,2.7954995784962205e-16,0.9313857377253133,0.9753891478564585,6.675053634059289e-25,448.22646274188276
Nc1cc(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1-c1ccc(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1N,2.461539079903558e-17,0.21167001375021494,2.3313708556876054,6.42859420630706e-25,480.59044735950346
COc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(OC)cc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,2.1228565127988201e-16,0.8839429834166377,1.2511187753138888,6.7735945661270405e-25,463.6541349491737
CCn1c2ccccc2c2cc(-c3cccc(-c4ccc(-c5ccc(-c6cccc(-c7ccc8c(c7)c7ccccc7n8CC)c6F)cc5N)c(N)c4)c3F)ccc21,3.436682629731445e-17,0.3885231681370083,2.5569293121395447,5.369690296425272e-25,428.90031498163364
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cccc(-c4c(F)c(F)c(F)c(-c5cccc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5C)c4F)c3C)cc2)cc1,2.1783464138726395e-17,0.2423830420147332,2.3909773390883635,5.173355724279048e-25,417.2824591014386
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(F)c(-c4ccc(-c5cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)ccc5F)c(S(=O)(=O)F)c4)c3)cc2)cc1,9.941539937703098e-18,0.1964186125918784,5.584409698560051,6.555630676274876e-25,485.203237462973
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cc(C)c(F)c(-c5cc(C(=O)O)oc5-c5cc(-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)cc(C)c5F)c4)cc3)c2c1,1.128821907755049e-17,0.07024026694596132,1.6155093807225152,5.846856163222533e-25,389.3317607893373
CCOc1c(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc(Cl)cc1-c1ccc2c(c1)C(=O)c1cc(-c3cc(Cl)cc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c3OCC)ccc1-2,6.58958223538829e-18,0.13481458492977338,4.973346520701023,6.009199759176825e-25,475.205498424622
Cc1cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc(-c2cc3nc[nH]c3c(-c3cc(C)cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)c3)c2N)c1,2.1693644376985795e-17,0.14427559800225165,2.2557094804182523,7.631419305692766e-25,385.4421431325997
C(=C/c1ccc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2nccnc12)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,8.944892575819651e-17,0.8887973373539215,4.267129344518786,1.031630526395025e-24,563.2139798321344
Nc1[nH]nc(-c2cc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3o2)c1-c1cc2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2o1,8.131353630742938e-17,0.4784297101534066,1.4639905549616208,5.598420309003779e-25,405.64797558709427
CN(C)c1ccc(-c2cc(F)cc(-c3cnc(-c4cc(F)cc(-c5ccc(N(C)C)cc5)c4)c4nsnc34)c2)cc1,4.450105332743579e-18,0.046240844464690775,0.9103606057781867,4.944558294732492e-25,442.0471196397086
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4cc(-c5cccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)c5nccn5c4)c3)cc2)cc1,1.1317225552783183e-17,0.24023688722955946,5.723404703375112,6.386971047180377e-25,479.8213905141602
c1ccc2c(c1)CCc1ccccc1N2c1ccc(-c2ccc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc(-c6ccc(N7c8ccccc8CCc8ccccc87)cc6)nc5)c5ccccc45)c4ccccc34)cn2)cc1,5.2081288614808065e-18,0.2298564178168981,11.186050966111349,6.073488671669499e-25,484.43462374882637
CN(C)c1ccc(-c2ccc(-c3c4ccccc4c(-c4ccc(-c5ccc(N(C)C)c6ccccc56)nc4)c4ccccc34)cn2)c2ccccc12,1.4342594464403342e-17,0.02395948333282477,1.0138048506356145,1.4804501830409906e-24,654.0083704374396
CN(C)c1ccc(-c2ccc3oc(-c4ccc5ccc(-c6cc7cc(-c8ccc(N(C)C)cc8)ccc7o6)cc5c4)cc3c2)cc1,5.0923937444254945e-20,0.0041460434220800075,nan,nan,nan
C(=C/c1cc2sc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,2.3407751361135686e-16,0.6839295660936227,1.10859956160112,8.65719940965525e-25,490.5814655991499
FC(F)(F)c1cc(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)ncc1C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,1.0481781206012407e-16,0.8874568795560218,2.7578678292721484,8.192430998538666e-25,531.9490377179178
CCOC(=O)c1cc(-c2ccc(N(C)C)cc2)cc(-c2c3ccccc3c(-c3c4ccccc4c(-c4cc(C(=O)OCC)cc(-c5ccc(N(C)C)cc5)c4)c4ccccc34)c3ccccc23)c1,1.2911417650151794e-17,0.05068332055159501,1.0488292349036705,6.437026352471064e-25,477.51377683350285
