smiles,Gain Cross Section (cm^2),Quantum Yield,Emission Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Wavelength (nm)
COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)c(-c2ccc(-c3ccc(-c4cc(OC)ccc4-c4ccc(N5c6ccccc6Sc6ccc(OC)cc65)cc4)cc3)cc2)c1,3.4549669094656518e-18,0.023427521493694585,1.5024096424037128,5.562809240851733e-25,512.8241490360862
COc1cc(-c2ccc(-n3c4cc(OC)ccc4c4ccc(OC)cc43)cc2)cc(-c2ccc(-c3cc(OC)cc(-c4ccc(-n5c6cc(OC)ccc6c6ccc(OC)cc65)cc4)c3)c(F)c2)c1,5.0189557473475504e-18,0.1800122912459848,5.526974021447871,3.467217995857911e-25,389.3317607893373
CN(C)c1ccc(-c2ccc(C(F)(F)F)cc2-c2ccc(-c3cc(C(F)(F)F)ccc3-c3ccc(N(C)C)cc3)c3nsnc23)cc1,5.821688911678651e-20,0.0026993977785885214,nan,nan,nan
COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)c(-c2cc(F)cc(-c3cc(OC)ccc3-c3ccc(N4c5ccccc5Sc5ccc(OC)cc54)cc3)c2O)c1,1.6278166718931114e-20,0.004254654401630951,nan,nan,nan
COc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1cc(C)cc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2OC)c1OC,1.1415540037004292e-16,0.5838660739409138,1.3703807227898774,6.035641471103066e-25,405.64797558709427
c1ccc(-c2nc3ccccc3n2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-n7c(-c8ccccc8)nc8ccccc87)cc6)cc5)s4)cc3)cc2)cc1,7.680865576536925e-20,0.003910608702565285,nan,nan,nan
Cc1cc(-c2ccccc2-c2ccccc2-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cnc1-c1ccccc1-c1ccccc1-c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,9.108975584394193e-20,0.003089919561265456,nan,nan,nan
Cn1ccc2cc(-c3cccc(-c4nc(-c5cccc(-c6ccc7c(ccn7C)c6)c5)n(C(=O)OC(C)(C)C)n4)c3)ccc21,2.8610608720821175e-17,0.11233797413303845,1.0196495304560946,5.842973975641112e-25,465.1952769950271
Cc1cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1,1.9870356289096317e-16,0.9592451227976173,1.2775838556067172,6.22955864778425e-25,451.3143611772193
c1ccc(-c2nc3ccccc3n2-c2ccc(-c3cc(-c4ccc5c(c4)[nH]c4cc(-c6cc(-c7ccc(-n8c(-c9ccccc9)nc9ccccc98)cc7)no6)ccc45)on3)cc2)cc1,4.1054583821182166e-18,0.07987657683448592,2.097548597598855,2.4256981620471685e-25,405.64797558709427
COC(=O)c1cc(-c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2)c(F)c(-c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2)c1N,6.161194242154588e-18,0.045045585929932574,2.2705937201862825,7.7325809927519365e-25,553.3141385939872
COc1ncc(-c2sc3ccccc3c2-c2ccc(N(C)C)cc2)cc1-c1sc2ccccc2c1-c1ccc(N(C)C)cc1,4.447759406110458e-17,0.26123966217942174,2.151088250139758,8.626759616994496e-25,540.3493717731172
Cc1cc(-c2ccc3c(ccn3C)c2)cc(-c2cnc(-c3cc(C)cc(-c4ccc5c(ccn5C)c4)c3)c3nsnc23)c1,3.4316449504111537e-20,0.0014909882433516296,nan,nan,nan
CC(C)(C)OC(=O)n1ccc2cc(-c3cscc3-c3cc4sc(-c5cscc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4s3)ccc21,1.16845370344376e-16,0.2331127032654088,0.5256880562666151,6.057998400154816e-25,423.4807180055759
CCOC(=O)c1cc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)cc(-c2cc(C)c(O)c(-c3cc(C(=O)OCC)cc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c3)c2)c1,4.205882146866227e-18,0.02342427555024037,1.2741843634592953,6.439957330858229e-25,531.184928073087
CN(C)c1ccc(-c2ccc(C#N)c(-c3csc(-c4cc(-c5ccc(N(C)C)cc5)ccc4C#N)n3)c2)cc1,2.3959073028214507e-17,0.10392036149972084,1.5739141351447359,8.620374623639408e-25,525.0693933102632
Nc1nc(F)c(-c2cccc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)c2)cc1-c1cccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)c1,3.0634046873032565e-17,0.11619528462194402,1.3805051589311288,8.25059300621477e-25,387.7761354902135
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccnc(-c6ccc(N7c8ccccc8Sc8ccccc87)cc6)c5)c5ccccc45)c4ccccc34)ccn2)cc1,1.7786542961666497e-20,0.004048657715197565,nan,nan,nan
C(=C/c1ccc2c(c1)[nH]c1cc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc12)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,2.585314141823235e-16,0.871318698292043,1.0116145843111473,6.753577498160965e-25,444.3649274137839
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc(OC)cc(-c4cc(OC)c(-c5cc(OC)cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)cc4F)c3)cc2)cc1,2.7917414776845264e-18,0.035813969070472886,3.5619434514614166,6.930710854202334e-25,528.1277512775443
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(F)c(F)c3-c3ccc(-c4ccc(-c5c(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)ccc(F)c5F)cc4)cc3)cc2)cc1,2.006379948223114e-17,0.19018912326861293,3.2584618559127922,8.29895182401521e-25,544.1647528060795
Cc1cc(-c2ccc(N(C)C)c3ccccc23)c(C)cc1-c1ccc(C(N)=O)c(-c2cc(C)c(-c3ccc(N(C)C)c4ccccc34)cc2C)n1,1.3085564860395632e-17,0.05439220103035067,0.8678124308080039,4.790262992106568e-25,442.0471196397086
COc1ccc2c3ccccc3n(-c3ccc(-c4cncc(-c5cc(C(=O)O)c(-c6cncc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)c6)cn5)c4)cc3)c2c1,6.440923129031869e-20,0.0028356232099062432,nan,nan,nan
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc(F)cc(-c4cc(C(F)(F)F)c(-c5cc(F)cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)cn4)c3)cc2)cc1,1.559060477850076e-20,0.007921602770245933,nan,nan,nan
FC(F)(F)c1ccc2c(c1)N(c1ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N7c8ccccc8Sc8ccc(C(F)(F)F)cc87)cc6)nc5)o4)cn3)cc1)c1ccccc1S2,2.278164474155144e-18,0.014874602069097947,1.5908812911096806,6.554622745663155e-25,535.0047380971388
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4ccc(-c5cccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)c5[nH]ccc45)c3)cc2)cc1,1.1870996355241685e-17,0.1696366994821639,3.9353569321927693,6.725371421428605e-25,487.50863548764715
Clc1cc(-c2cccc(-c3cc(Cl)cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)c3)c2)cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,8.49554370937302e-17,0.36157040439600596,0.8900539345975268,4.805129622666821e-25,405.64797558709427
COC(=O)c1cc(-c2ccc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)nc2)oc1-c1ccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)nc1,1.7382279076692005e-18,0.010643737343427927,1.9604685452036712,9.776676203406162e-25,584.4943559976491
CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4n[nH]c(N)c4-c4ccc(-c5ccc(-c6ccc(N(C(=O)OC(C)(C)C)c7ccccc7)cc6)s5)s4)s3)s2)cc1,6.549260742332481e-17,0.09447916124485344,0.3856364151722098,6.030008886032852e-25,420.3821797410853
CCCCCCCCCCc1cc(-c2cc(-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)ccc2C#N)sc1-c1cc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)ccc1C#N,1.553899682933747e-17,0.09818173169165408,2.5099260748570638,1.006001852084146e-24,576.9008627782869
COC(=O)c1cc(-c2cncc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)c(F)c(-c2cncc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)c1N,1.2469513248923437e-17,0.1070491801463046,1.268024770858862,4.292321770854992e-25,407.9762025877279
CN(C)c1ccc(-c2ncccc2-c2ccc(OC(F)(F)F)cc2-c2cccnc2-c2ccc(N(C)C)c3ccccc23)c2ccccc12,2.980200632392758e-20,0.0025706615156766773,nan,nan,nan
CCCCCCCCCCOc1cc(-c2cc3cc(-c4ccc(N(C)C)cc4)ccc3o2)c(OCCCCCCCCCC)cc1-c1cc2cc(-c3ccc(N(C)C)cc3)ccc2o1,1.6834029673033483e-17,0.10773382153083805,1.9218734422121448,7.039540543116121e-25,474.4359245684383
CN(C)c1ccc(-c2ccc(C#N)c(-c3cc(O)c(-c4cc(-c5ccc(N(C)C)cc5)ccc4C#N)cc3O)c2)cc1,7.479793561411764e-17,0.557752609777566,2.52489082277345,7.618564041449381e-25,473.66627685141407
Cc1cc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(C)cc1-c1ccc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,1.0804343483171896e-16,0.7616138906814821,1.515482405088356,5.341950270575835e-25,421.93159666807617
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc3oc(-c4ccc5c(c4)[nH]c4cc(-c6cc7cc(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)ccc7o6)ccc45)cc3c2)cc1,1.6990014128617005e-16,0.7522445886585395,0.9661600723006782,4.909827924900762e-25,396.32841566057107
COc1ccc2c3ccccc3n(-c3ccc(-c4cc(C)cc(-c5ccc(-c6cc(C)cc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)c6)c6nccnc56)c4)cc3)c2c1,2.025253220719801e-17,0.18589428317605694,1.9229986964300365,4.871883085835227e-25,442.0471196397086
CCc1cc(-c2ccc(-c3ccc(N(C)C)cc3)s2)ccc1-c1ccc(-c2ccc(N(C)C)cc2)s1,4.8673757542409956e-17,0.19775919375604725,1.2857055578797272,7.9302198436092205e-25,526.5987199425201
Cc1c(-c2ccc(N(C)C)cc2)cccc1-c1cccc(-c2cccc(-c3ccc(N(C)C)cc3)c2C)c1,1.073447997841744e-16,0.5650678571829,1.1211576228047664,4.926256176912706e-25,412.6306611133371
c1ccc(N(c2ccccc2)c2cccc(-c3cc(-c4cnc(-c5cc(-c6cccc(N(c7ccccc7)c7ccccc7)c6)no5)s4)on3)c2)cc1,2.5826688541420064e-20,0.0026725918284029385,nan,nan,nan
CN(C)c1ccc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccc(N(C)C)c8ccccc78)ccc6o5)c5nsnc45)cc3c2)c2ccccc12,7.738403532935106e-20,0.0025868273046062,nan,nan,nan
COC(=O)c1cc(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2)oc1-c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)nc1,8.44581078614807e-17,0.58482271778983,1.75567477032679,5.926785383997554e-25,448.9985481680337
Cc1cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc(-c2cc(F)c(-c3cc(C)cc(-c4ccc(N5c6ccccc6Sc6ccc(C(F)(F)F)cc65)cc4)c3)cc2F)c1,3.495188097536202e-20,0.004847771400452552,nan,nan,nan
c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5ccc(-c6ccc7cc(-c8ccc(-c9ccc%10c%11ccccc%11n(-c%11ccc(-c%12ccccc%12)cc%11)c%10c9)cc8)ccc7c6)cc5)cc43)cc2)cc1,1.357424047438358e-16,0.7752822357036184,1.246497623394409,5.208918627962169e-25,417.2824591014386
Nc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1-c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1N,9.724391879312531e-17,0.6189839578334863,1.2521549525463758,4.426124767967207e-25,444.3649274137839
Fc1c(F)c(-c2cncc(-c3ccc4c5ccccc5n(-c5ccc(-c6ccccc6)cc5)c4c3)c2)c2nsnc2c1-c1cncc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c1,3.579440373428529e-17,0.2530751106427149,3.400800577519288,1.2425948645962548e-24,598.9016662103054
CCOc1c(-c2ccc3c(c2)c2ccccc2n3CC)cc(Cl)cc1-c1c2ccccc2c(-c2c3ccccc3c(-c3cc(Cl)cc(-c4ccc5c(c4)c4ccccc4n5CC)c3OCC)c3ccccc23)c2ccccc12,4.471104894065768e-20,0.0035808114024170018,nan,nan,nan
CCn1c2ccccc2c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)c6ccccc6n7CC)s5)c5nsnc45)s3)ccc21,1.870582497901125e-18,0.061065567629130936,1.0873576996787644,1.3742485585946612e-25,395.5513052313373
CSc1cc(F)c(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)cc(C)c2F)cc1-c1cc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc(C)c1F,3.6264019635213647e-20,0.0055177313939266046,nan,nan,nan
COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc1-c1cc2nsnc2cc1-c1cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)ccc1OC,6.862914917599141e-20,0.006586577161672243,nan,nan,nan
N#Cc1ncc(-c2cccnc2-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc1-c1cccnc1-c1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1ccccc1,3.2600702861106983e-20,0.00781791005015507,nan,nan,nan
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N6c7ccccc7Sc7ccccc76)cc5)s4)s3)s2)cc1,1.1156549682062521e-17,0.048817089671522484,0.8908564134786194,4.971650694247374e-25,468.27667468358374
Cn1ccc2cc(-c3ccc4oc(-c5sc(-c6cc7cc(-c8ccc9c(ccn9C)c8)ccc7o6)c6c5OCCO6)cc4c3)ccc21,1.0066690861097716e-16,0.23463815753505277,0.4948189910780682,4.776579053616987e-25,423.4807180055759
CCOc1c(-c2ccc(N(C)C)cc2)cc(Cl)cc1-c1ccc(-c2cc(Cl)cc(-c3ccc(N(C)C)cc3)c2OCC)c([N+](=O)[O-])c1,1.7033829770497372e-17,0.11053970547077656,1.5157780141785682,5.262182155806407e-25,407.9762025877279
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc3oc(-c4ccc(-c5ccc(-c6cc7cc(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)ccc7o6)cc5)cc4)cc3c2)cc1,1.7856007653773748e-16,0.8828819818019482,0.9263091751935649,4.426752563804681e-25,397.8824147742707
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cncc(-c5ccc(-c6cncc(-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)c6)c(C(=O)O)c5)c4)cc3)c2c1,5.196839977657721e-18,0.03983259467128026,2.1354724642979894,6.898151016469234e-25,516.6528182027554
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cccc(-c4ccc(-c5cccc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5C)c(CC#N)c4)c3C)cc2)cc1,2.0210599152099678e-17,0.25246701233263824,2.861858753324875,5.433542408511229e-25,428.90031498163364
Nc1cc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3o2)ccc1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2o1,8.841025644793337e-17,0.49750143260166907,1.389583112385099,5.5561678893718565e-25,467.5064360604953
CN(C)c1ccc(-c2ccoc2-c2ccc3c(c2)C(C)(C)c2cc(-c4occc4-c4ccc(N(C)C)cc4)ccc2-3)cc1,5.847297256213274e-17,0.533374024663943,2.4349731729976263,6.852996812276291e-25,490.5814655991499
Fc1c(F)c(-c2c(F)c(F)c(-c3cc4cc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)ccc4o3)c(F)c2F)c(F)c(F)c1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2o1,9.413737968900797e-17,0.6385678678105663,1.5681020387169258,5.201299736719392e-25,401.76611907244524
CCOc1c(-c2ccc3c(c2)c2ccccc2n3CC)cc(Cl)cc1-c1c(C)nn(C)c1-c1cc(Cl)cc(-c2ccc3c(c2)c2ccccc2n3CC)c1OCC,2.2008223823658363e-17,0.11043077111698128,1.5294160793334801,6.889710202309242e-25,395.5513052313373
N#Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2C#N)c(F)c1,3.501689040339176e-17,0.21187943305728313,1.4370780223324326,6.047065106588318e-25,500.5600032634237
COc1cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(OC)cc1/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1,1.8578660442673814e-16,0.8246316273360869,1.402831654044176,7.584776806964332e-25,453.629509293786
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(OC)cc3-c3cc(-c4cc(OC)ccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4nccn4c3)cc2)cc1,9.952059180998808e-20,0.005844330363760643,nan,nan,nan
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cccc(F)c4-c4cc(-c5c(F)cccc5-c5ccc(-n6c7cc(OC)ccc7c7ccc(OC)cc76)cc5)cc(N5CCC6(CC5)OCCO6)c4)cc3)c2c1,3.1421629189732094e-17,0.1817311113600894,1.1663604702941142,4.695535690405086e-25,473.66627685141407
Fc1ccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1-c1cccc(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)ccc2F)n1,6.465172162541734e-20,0.007415456889179738,nan,nan,nan
COc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc1-c1cc(C(=O)O)c(N)c(-c2cc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)ccc2OC)c1F,2.211993440056987e-17,0.10197913027392355,1.5027544792460257,7.397831110701747e-25,408.7521304398033
COc1ccc2c(c1)N(c1ccc(-c3ccccc3-c3ccccc3-c3ccc(-c4ccccc4-c4ccccc4-c4ccc(N5c6ccccc6Sc6ccc(OC)cc65)cc4)c(S(=O)(=O)F)c3)cc1)c1ccccc1S2,7.411086322187806e-20,0.004558810062156311,nan,nan,nan
COc1ccc2c(c1)N(c1ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(N9c%10ccccc%10Sc%10ccc(OC)cc%109)cc8)s7)s6)c6nsnc56)s4)s3)cc1)c1ccccc1S2,1.631279646137936e-17,0.039796141532572035,0.6083639594526049,5.749523697222712e-25,472.8965552730122
O=C(O)CCCCCCOc1cc(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)cc(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)c1,1.081772580732421e-16,0.7067303779788311,1.566112704920687,5.6037879808924035e-25,444.3649274137839
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccc(F)c(F)c4-c4cc(F)cc(-c5c(-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)ccc(F)c5F)c4N)cc3)c2c1,1.831892796260972e-17,0.24073145222179135,2.5791539118387368,4.637697568511457e-25,437.40950922513014
CN(C)c1ccc(-c2cscc2-c2c3ccccc3c(-c3c4ccccc4c(-c4cscc4-c4ccc(N(C)C)cc4)c4ccccc34)c3ccccc23)cc1,4.009691050671e-20,0.009373880013036559,nan,nan,nan
COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc1-c1c(F)c(F)c(-c2c(F)c(F)c(-c3cc(-c4ccc(N5c6ccccc6Sc6ccc(C(F)(F)F)cc65)cc4)ccc3OC)c(F)c2F)c(F)c1F,1.7201421625363097e-20,0.004660735793735929,nan,nan,nan
Cn1ccc2cc(-c3ccc(-c4cc(C(F)(F)F)c(-c5ccc(-c6ccc7c(ccn7C)c6)s5)cn4)s3)ccc21,1.2345477467461235e-16,0.32554807568100663,0.7762044643037859,6.9622622931152065e-25,480.59044735950346
Fc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2F)s1,8.484291511143458e-17,0.49190871118022617,1.2184172244905105,4.728350002674348e-25,442.0471196397086
O=C(O)c1cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1,1.1333170117172912e-16,0.7455839132769585,1.5800984564612268,5.805971793183337e-25,471.3568905299264
c1ccc(-c2ccc3ccc(-c4ccccc4-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3c2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,9.378619350872172e-20,0.004223099082712765,nan,nan,nan
CC1(C)c2cc(-c3cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)ccc3F)ccc2-c2ccc(-c3cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)ccc3F)cc21,9.954883773425091e-17,0.4952000676382723,1.1413599919028097,5.281582413220689e-25,408.7521304398033
Cn1ccc2cc(-c3ccc4oc(-c5ccc6ccc(-c7cc8cc(-c9ccc%10c(ccn%10C)c9)ccc8o7)cc6c5)cc4c3)ccc21,1.378183870711642e-17,0.14738249686724464,1.7009914497504757,3.631635431476669e-25,407.20020082860947
CC1(C)c2cc(-c3cc4cc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)ccc4o3)cc21,2.3026004105080233e-16,0.9325529841738762,0.9489907753381307,5.272172003497215e-25,397.10545217470315
C(=C/c1ccc2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2c1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,2.0160279214284144e-17,0.46252305421132617,5.24349985115734,5.309598426419983e-25,440.5015450408645
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccc(OC)c(-c5cc(O)cc(-c6cc(-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)ccc6OC)c5)c4)cc3)c2c1,2.0537973171435712e-20,0.008840681001702218,nan,nan,nan
COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccc(-c5[nH]nc(NC(C)=O)c5-c5ccc(-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)cc5C)c(C)c4)cc3)c2c1,7.258243026260174e-18,0.016344768016768863,0.4229195293446577,4.32764031558503e-25,445.13738224084034
CN(C)c1ccc(-c2ccc(F)c(-c3ccc(-c4cc(-c5ccc(N(C)C)c6ccccc56)ccc4F)o3)c2)c2ccccc12,2.4921074823352465e-20,0.004170711513276457,nan,nan,nan
FC(F)(F)c1cc(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,1.2674599018911692e-16,0.9387264570430309,2.046810771887586,6.940870830596658e-25,491.3494885017865
CCCCCCCCCCCCc1cc(-c2sc3ccccc3c2-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)sc1-c1sc2ccccc2c1-c1ccc(N2c3ccccc3Sc3ccc(OC)cc32)cc1,2.5356379645957444e-17,0.11004027296964497,0.9490072043941319,5.357333657785757e-25,472.8965552730122
CC(C)(C)c1cc(-c2cccnc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c(N)c(-c2cccnc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,6.946659491444373e-17,0.3897379307703437,1.592293516957491,6.432848518269139e-25,394.77412088646463
CSc1cc(F)c(-c2cncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc1-c1cncc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,1.5338678759965762e-18,0.013564651671825308,2.216127238165994,5.643042184684953e-25,462.11269742987304
COc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c(-c2cccc(-c3cc(OC)ccc3-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c2C#N)c1,6.053925002325547e-20,0.0051028443572331585,nan,nan,nan
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc(-c4csc(C(=O)O)c4-c4cc(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)no4)on3)cc2)cc1,4.890636769201756e-20,0.006992398753587138,nan,nan,nan
COc1ccc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc1-c1c(C)nn(C)c1-c1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)ccc1OC,7.838260982906944e-20,0.0023978935903153763,nan,nan,nan
Cc1cc(-c2ccc(N(C)C)c3ccccc23)c(C)cc1-c1ccc(-c2cc(C)c(-c3ccc(N(C)C)c4ccccc34)cc2C)c(C)n1,1.765748730023602e-20,0.004112896932767152,nan,nan,nan
FC(F)(F)c1ccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)c(-c2cccc(-c3cccc(-c4cccc(-c5cc(C(F)(F)F)ccc5-c5cccc(N(c6ccccc6)c6ccccc6)c5)n4)n3)n2)c1,4.3490605376361317e-20,0.00913419477024948,nan,nan,nan
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(/C=C/c4cc(C#N)cc(/C=C/c5ccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)cc5)c4)cc3)cc2)cc1,2.7028280739434847e-17,0.04342717171670257,0.57786799643503,9.817161301571262e-25,611.7698427228879
c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5ccccc5-c5ccc(-c6ccccc6-c6ccc7c8ccccc8n(-c8ccc(-c9ccccc9)cc8)c7c6)c6nccnc56)cc43)cc2)cc1,2.7260599033645616e-20,0.0017286183151230183,nan,nan,nan
