hid,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34
C001,2.515645705039411,-2.488347774300094,-0.06694917669432908,-2.8151191182637967,0.8443533169155264,-0.12455230834927161,0.7786042777232186,-0.06412122709816126,0.9748854186141788,-0.24941597787708134,0.07291126488368112,0.4232643591401079,-0.17714414984513535,-0.01606216389826322,0.5534433507216298,0.45924089632215626,-0.36896490001049104,0.26162581811729513,0.16003779746815006,0.11272964894340698,-0.0018774643448515407,0.36637151405375784,-0.0644170929327798,-0.709395026662035,0.38887757564513714,-0.09549232655415278,-0.11870871550696285,0.07645748573759276,0.06848788138909828,-0.034636402894329794,0.027583297907966584,-0.1959239152720007,0.25022512135648933,0.21660426525846693,0.39197989489345775
C002,-1.9504734886917114,-3.3551779288588404,-1.2009771693399836,-2.106850822523669,1.539697068594978,-0.8566736769983454,1.2599206096893476,-0.1866402905536236,0.13155916902598158,-0.7096711482918947,-0.10287729952469508,0.5086624898700516,-0.6453239784690613,-0.2502951604009658,0.889626153901976,0.1646251586598693,-0.979946766926144,0.8387372485951652,0.22059389819858197,0.3027100098353374,-0.33854926751521397,0.3449830241136068,0.1526211950598511,0.06921466151269207,-0.13311868611802452,-0.44087683301845176,0.3539783741386645,0.11347220139894978,-0.3376931986056947,-0.34154362249258413,0.14223798292572146,0.08348280837391726,-0.00874618593857931,0.19531745620627233,0.0002205682967128943
C003,-1.1043812463824094,-2.6548753210301874,-1.0120543701081077,-0.14158312733970058,0.362760020802107,1.3695992941803068,-0.20957912472932969,1.3913360518291278,-0.23238273055348538,0.08589456623922628,0.2781637852547981,-0.183172619719892,-0.09444589346414248,-0.06468751473439825,0.09844501003957613,0.7446946180297306,-0.2662550526983551,-0.6267862406565611,0.5049261164864245,0.28621161268156037,0.14071623745558828,-0.5297303347071101,-0.10640772701899473,-0.03137511994125352,0.3603463733997454,-0.17782384493052403,0.12757347523011048,0.23564300439905952,0.41099905741164355,0.1761519830300046,-0.09015404055927945,0.0919094930874446,-0.12699019225506472,0.08022448119687763,0.3169429493832561
C004,5.633258467066222,8.174286876200304,0.7965848636190457,-2.2085263384451777,-1.0927559503338415,3.7299081955516877,4.189656546183096,-0.5613466339832432,2.1344774908044704,-1.4175540159909272,0.21496972357084182,0.11837043901488022,0.38336552855460143,0.7970851561727407,-0.796956536146672,-0.5534868609987745,-0.3233523106050115,-1.2984833520411783,0.5412052752792438,3.7108954712849918,0.3073870199777383,0.3868875347384128,0.06742194111006132,0.6706138113942581,-0.632042715196531,0.1830744165391758,0.05196878711894685,0.8202236706080451,-0.027832446042099643,-0.3743442108476059,0.3257530914997323,0.69174936288663,0.37415310821697867,-0.2440152744789483,-0.6308472840871696
C005,4.812671999151334,-0.9661900028728753,0.9163527333533481,-0.19772212988422555,0.8953629812479525,0.3592976328526831,-0.4797114254873038,2.798615958864056,0.15851648354529269,-0.1340879416739583,0.8334582437450894,0.4814924393241896,-0.9948823216191643,0.7814967735034656,-0.11589827624979623,-0.12815117202092166,0.37357869045320485,-0.9255828761489553,0.6280406364570258,-0.334474882736306,-1.0343995976197276,-0.4852045290432051,0.18866550221771428,0.28854227562961066,0.8746223068824611,0.48315635777921173,-0.534397952757829,-0.4690548444439283,0.34631553009861604,0.19631292907932785,0.08320505660443199,-0.44622318596625676,-0.47171483850040685,-0.35943330359937226,-0.9248031796636379
C006,3.842146714471655,0.7261230773262328,1.5175926357135787,-1.822657490171392,0.9388408882832159,-0.5767855877019019,-0.5986705186374003,0.017405622042409488,0.7636999450141813,-0.6999814169711313,0.5744375241648523,0.8161125784416988,-0.9481167699114192,0.3803270608674545,1.0747499605772846,-0.22298925680608908,0.9320488664067459,-0.03652042361048141,0.1429488621513345,-0.6637038153618131,-0.7598977256259367,0.005719013906505715,0.49287053021670807,-0.1273695090996629,0.6704772822434226,0.05129542708571511,-1.2343281551267802,0.5385428820125379,0.3698549936492142,-0.18838925489665417,-0.010940571854184433,0.09677109736046234,-0.06148930525828568,0.13071876582497213,-0.9288604129493538
C007,3.239665069491944,-0.9220617008620264,2.0139570905904827,-1.730642937463284,-0.026924607569909113,-0.3758269066879195,-0.019835282418954103,0.7086242128628744,0.9745829835379044,0.5658275326372578,-0.45349768155976594,1.374591006330164,-0.6879462308012244,0.5780267999357577,0.7696401105614826,0.11453036269470172,0.15011100542362252,-0.17719629965300338,-0.1156742406669649,-0.4782872627853546,0.02303132287926897,0.15505507659654558,0.05573590358278852,0.13163509740485213,-0.1275844355645648,0.5253294306795906,-0.4525515155933445,0.46268555197485245,-0.1810390059177398,0.40855368928800323,-0.5910789714367165,0.21342239146048086,0.18197350211651364,-0.203190457359786,-0.3481274092387368
C008,3.627028827656973,-1.002413432496384,1.993724533094686,-2.002080446276134,-0.06511178151060407,1.2960009233370537,-1.1714756748979889,1.3500652196239673,-1.370673635039126,0.06920843910192158,1.090717043184767,-1.0211776949789957,-0.5551486939292483,0.144504088986921,0.05609462679985252,0.2682092072935698,-0.532906950793183,0.2835540766009259,-0.5965717503321194,-0.40389509910925436,-0.18985763911250467,0.4794456242175202,0.16879670751512887,0.18385753175304928,-0.7036780597448622,-0.48763029548218173,-0.2816277333116425,-0.5662790109865311,-0.2793375022212371,-0.13575379354370326,0.17332930036639316,-0.25504536716102955,0.3320270636477023,-0.17991926920746176,0.12906502208223555
C009,12.865889276794663,0.1042008420594276,2.3826466804801263,-2.9573632416595808,-1.0086231241806425,1.6903735306708663,-0.7099730486266594,1.2640632930389242,0.5015615586796185,0.08084568408772587,1.3822803482209156,-2.0564959572973867,-0.1598983587700189,0.7901127897906485,-0.41251066777330797,-0.1923033689607973,0.3035799796878516,0.3942222229210077,-1.5134969368838163,-1.5073123765308085,-0.8143561751818165,-1.5296829310144855,0.33053286550022454,1.3594217090120715,-1.3690430428394713,0.08646923469599711,1.337217930221687,0.31094815626682265,-1.0627206169917693,-0.606449137480806,0.17460222528886074,-0.5022455368129295,0.07774521238885612,0.37849133858002276,-0.43379584624548645
C010,1.0907665926302887,-2.093979487919601,0.28880551791498443,-2.587354156669808,0.8769842232159154,-0.4348017835288427,-0.28920780071845187,0.2656003879902741,-0.266231946678515,0.015181488022594662,0.2705010205213083,0.4513395688396208,-0.44459374470192986,-0.020252106670632097,0.00708615172951583,0.17504169353783175,-0.3628693001543125,-0.4693080144621651,0.04758836849083642,0.03908419652521391,0.34288190764711207,0.1610912772989987,0.39972232637405336,0.061314964964252414,-0.22444894154764505,0.26717658377430586,-0.3025427053241962,-0.15246797068693044,-0.014417293180029694,0.8467615319032307,-0.11753425539841107,0.24259461883360073,0.17505171904352385,-0.34916896815580545,0.02345306642761421
C011,0.19599421696004432,-1.5986569187815782,4.09029606305897,0.7167167529095638,2.9544034885375097,-0.2531163466749108,0.6188214895445137,-0.2471077646709722,-0.06367389463237072,-0.17815227522360655,-0.01845793879398866,1.0463763692569403,-0.35567761933592923,-0.45128440146557525,-1.592287275632004,0.02628180310949484,0.22994440963828494,0.2171667403765011,-0.15153479809383652,0.321090206634606,0.4314030783442628,-0.3363140652558219,0.23037017964550713,0.12605493561732997,0.02223917805244291,0.5362313185714951,-0.9318903605472384,0.6661505552568656,0.02076506408441648,0.5382659521899048,-1.1519715447687082,0.25773814928458594,-0.3676752654905308,-0.07514166573077694,0.388228410542079
C012,-0.08630069923953723,0.38593374808997016,3.881236058180301,0.10955455661459017,-0.3134120164597198,-1.542907254108526,0.8136945088745321,0.4577118267078103,-1.2997577463190912,0.42860470790600486,-0.5488847182238992,-0.1788372380411874,0.45639107361157544,-0.2566158021648337,0.6393184481443203,0.5967960708737984,-0.8177010707883734,0.5895411742154101,0.16478543771038356,0.2330448376015869,-0.5196693323842961,-0.256160069587366,-0.3435997483373996,-0.124891219987001,0.41488267275806606,-0.02438480424719871,-0.11291789014637689,0.22641693216383518,-0.12748068243686717,-0.10272255051537475,-0.049502085566339234,-0.11371039164955224,0.2372069130287891,0.07447231385978463,-0.10494918659531015
C013,-0.5336439188564561,1.165143920494677,4.296522587666279,0.5205687326596936,-1.4882005402599485,-2.2431232717446363,0.6241535346384711,0.1157253548835595,-1.1252901121925645,0.5355630982435754,-0.6538866212771318,-0.5511097657010754,0.5406192424030153,-0.6570532864219543,0.08411872789507335,0.3810048658324307,-0.3847489364265781,-0.20259935026312387,0.08168494485398634,0.3154553376071616,0.1031047769382739,-0.3913619367895489,-0.12023666307216191,-0.057558139687789805,0.402762609844951,0.16005002228269022,0.3154055287085837,-0.046146376437006684,-0.14217983289851185,0.07049576893336036,-0.04822663049662765,-0.3875884912497449,-0.08031262475453965,-0.06779971753881342,-0.16548038206014065
