molecule_id,created_on,updated_on,hid,smiles,commercially_available,CAS,molecule_type_id
b230ce95-ad00-4920-9cd3-5d344ea521b6,2022-01-18T13:01:49.715085,2022-01-18T13:01:49.715085,A011,OB(O)c1ccc2c3ccccc3n(-c3ccccc3)c2c1,True,1001911-63-2,2d012b56-8260-4f9e-8ede-2c8546baf21c
56471498-825e-47e7-a772-136f0f7bd817,2022-01-18T13:01:57.896125,2022-01-18T13:01:57.896125,A012,CCn1c2ccccc2c2cc(B(O)O)ccc21,True,669072-93-9,2d012b56-8260-4f9e-8ede-2c8546baf21c
8a79aa1b-4f29-4bc7-94f3-03036b6ce3c3,2022-01-18T13:02:06.282310,2022-01-18T13:02:06.282310,A013,OB(O)c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,True,867044-33-5,2d012b56-8260-4f9e-8ede-2c8546baf21c
e5a44560-f10d-46fa-895a-0e1a4632e6c1,2022-01-18T13:02:14.717757,2022-01-18T13:02:14.717757,A014,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,True,171364-78-6,2d012b56-8260-4f9e-8ede-2c8546baf21c
05ca4304-bea5-41b7-a7f1-c2bc46462153,2022-01-18T13:02:23.108972,2022-01-18T13:02:23.108972,A015,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)c2ccccc12,True,1007126-41-1,2d012b56-8260-4f9e-8ede-2c8546baf21c
d8286ae3-b3e5-4767-bc10-245c8b052061,2022-01-18T13:02:31.403510,2022-01-18T13:02:31.403510,A016,Cn1cnc2ccc(B(O)O)cc21,True,1107627-21-3,2d012b56-8260-4f9e-8ede-2c8546baf21c
c48d4657-acde-42f1-86ed-ad85bf0f3b5f,2022-01-18T13:02:39.782816,2022-01-18T13:02:39.782816,A017,Cn1ccc2cc(B(O)O)ccc21,True,192182-55-1,2d012b56-8260-4f9e-8ede-2c8546baf21c
fa572b13-f358-4beb-b2fe-34d4ff2ba435,2022-01-18T13:02:48.159408,2022-01-18T13:02:48.159408,A018,Cc1ccc(N(c2ccc(C)cc2)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)cc1,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
f4f3e748-5bac-4c49-aa15-06431de12158,2022-01-18T13:02:56.301122,2022-01-18T13:02:56.301122,A019,COc1ccc2c(c1)c1cc(OC)ccc1n2-c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
b55ff3ac-09bc-46c0-90d8-f15208a79316,2022-01-18T13:03:04.832943,2022-01-18T13:03:04.832943,A020,CC1(C)OB(c2ccc(N3c4ccccc4Oc4ccccc43)cc2)OC1(C)C,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
1282c986-f82e-4173-828a-e73fb173d608,2022-01-18T13:03:13.212802,2022-01-18T13:03:13.212802,A021,CC1(C)OB(c2ccc(N3c4ccccc4Sc4ccccc43)cc2)OC1(C)C,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
1337b621-8e93-4d92-9699-cc9f44e2a2f8,2022-01-18T13:03:21.627352,2022-01-18T13:03:21.627352,A022,CC1(C)OB(c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)OC1(C)C,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
87e21db2-6813-45f9-a274-5d279d606036,2022-01-18T13:03:29.758429,2022-01-18T13:03:29.758429,A023,COc1ccc2c(c1)N(c1ccc(B3OC(C)(C)C(C)(C)O3)cc1)c1ccccc1S2,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
bada33ae-83ee-4523-85f7-411ddf49f034,2022-01-18T13:03:38.051879,2022-01-18T13:03:38.051879,A024,CC1(C)c2ccccc2N(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c2ccccc21,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
bf36f536-57a7-4eb9-bb1b-b15bd383c9b9,2022-01-18T13:03:46.369639,2022-01-18T13:03:46.369639,A025,CC1(C)OB(c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)OC1(C)C,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
8b25a7f2-4195-4ac9-889a-fb4638832aa9,2022-01-18T13:03:54.742646,2022-01-18T13:03:54.742646,A026,COc1ccc2c3ccc(OC)cc3n(-c3ccc(B4OC(C)(C)C(C)(C)O4)cc3)c2c1,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
faa4de17-7959-4bc4-a071-de1fda1b8a05,2022-01-18T13:04:03.081827,2022-01-18T13:04:03.081827,A027,Cc1ccc2c(c1)c1cc(C)ccc1n2-c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
05f134e5-b4fd-4085-a7a6-ca35b48d3d23,2022-01-18T13:04:11.557757,2022-01-18T13:04:11.557757,A028,CC1(C)OB(c2ccc(N3c4ccccc4CCc4ccccc43)cc2)OC1(C)C,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
450046d9-f5e4-4736-bada-4b2a61bbaf6f,2022-01-18T13:04:19.693433,2022-01-18T13:04:19.693433,A029,COc1ccc2c3ccccc3n(-c3ccc(B4OC(C)(C)C(C)(C)O4)cc3)c2c1,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
e19da15b-43ce-48dc-a747-78fd2b8dffef,2022-01-18T13:04:28.206282,2022-01-18T13:04:28.206282,A030,COC(=O)c1ccccc1N(c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)c1cccc(C(F)(F)F)c1,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
3a2ff82c-249a-4d83-b9ea-2b682545d2ad,2022-01-18T13:04:36.423346,2022-01-18T13:04:36.423346,A031,CC1(C)OB(c2ccc(-n3ccnc3)cc2)OC1(C)C,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
aea51cbd-8991-4eea-816d-99f9c5525a21,2022-01-18T13:04:45.115779,2022-01-18T13:04:45.115779,A032,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,False,,2d012b56-8260-4f9e-8ede-2c8546baf21c
c316176a-ff1c-403b-afcd-3d67cf778018,2022-01-18T13:04:53.193586,2022-01-18T13:04:53.193586,B001,C[N+]12CC(O[B-]1(OC(C2)=O)/C=C/c3ccc(Br)cc3)=O,True,1152428-02-8,fea52f4d-1371-42c2-96d6-dfc177e9ae22
80ae3faf-ebe1-4306-ab0b-7546691d09ab,2022-01-18T13:05:01.668996,2022-01-18T13:05:01.668996,B002,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,True,2346599-94-6,fea52f4d-1371-42c2-96d6-dfc177e9ae22
45cb409f-376c-4f89-8ee7-79595d2668e7,2022-01-18T13:05:10.148102,2022-01-18T13:05:10.148102,B003,C[N+]12CC(O[B-]1(OC(C2)=O)/C=C/Br)=O,True,1104636-68-01,fea52f4d-1371-42c2-96d6-dfc177e9ae22
948455a0-8065-471a-9e3f-88e96a71effd,2022-01-18T13:05:18.617578,2022-01-18T13:05:18.617578,B004,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,True,51067-38-0,fea52f4d-1371-42c2-96d6-dfc177e9ae22
8a68e5cc-d330-4449-827c-fb3807e923ea,2022-01-18T13:05:26.957152,2022-01-18T13:05:26.957152,B005,C[N+]12CC(=O)O[B-]1(c1cncc(Br)c1)OC(=O)C2,True,1835721-30-6,fea52f4d-1371-42c2-96d6-dfc177e9ae22
53d770a1-28d9-4164-8682-fff95bab4200,2022-01-18T13:05:35.458377,2022-01-18T13:05:35.458377,B006,C[N+]12CC(=O)O[B-]1(c1occc1Br)OC(=O)C2,True,1357387-27-9,fea52f4d-1371-42c2-96d6-dfc177e9ae22
0bbf663e-0396-4e3b-8cb8-23cdcf51eba6,2022-01-18T13:05:43.843514,2022-01-18T13:05:43.843514,B007,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,True,108238-09-1,fea52f4d-1371-42c2-96d6-dfc177e9ae22
3ee2661c-523f-4c4a-aac2-4b6a93f9cf9b,2022-01-18T13:05:52.655271,2022-01-18T13:05:52.655271,B008,C[N+]12CC(=O)O[B-]1(c1ccccc1I)OC(=O)C2,True,1765-93-1,fea52f4d-1371-42c2-96d6-dfc177e9ae22
dfaa460f-a182-4749-a85d-b7c1b19e9ce0,2022-01-18T13:06:01.059985,2022-01-18T13:06:01.059985,B009,C[N+]12CC(=O)O[B-]1(c1cccc(I)c1)OC(=O)C2,True,1287221-37-7,fea52f4d-1371-42c2-96d6-dfc177e9ae22
ada98943-ff1b-4d20-9e5e-3b38bb69e5fc,2022-01-18T13:06:09.532823,2022-01-18T13:06:09.532823,B010,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,True,1257647-82-7,fea52f4d-1371-42c2-96d6-dfc177e9ae22
dfec3362-bbc3-42b5-950f-a7de0ae9965d,2022-01-18T13:06:18.038997,2022-01-18T13:06:18.038997,B011,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,True,2081092-84-2,fea52f4d-1371-42c2-96d6-dfc177e9ae22
fef94274-bd2d-47bd-9ba2-87c1b86cf00c,2022-01-18T13:06:26.079206,2022-01-18T13:06:26.079206,B012,C[N+]12CC(=O)O[B-]1(c1cc(F)cc(Br)c1)OC(=O)C2,True,1257650-61-5,fea52f4d-1371-42c2-96d6-dfc177e9ae22
eb546935-e52f-49ef-aa79-d7923760d4fd,2022-01-18T13:06:34.607860,2022-01-18T13:06:34.607860,B013,C[N+]12CC(=O)O[B-]1(c1cc(Br)ccc1C#N)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
5e02fe87-04eb-4d8e-b2d4-78f2ae025546,2022-01-18T13:06:42.694676,2022-01-18T13:06:42.694676,B014,COc1cc(I)cc([B-]23OC(=O)C[N+]2(C)CC(=O)O3)c1,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
e46ecfa7-a796-48c8-a435-bed4df891d83,2022-01-18T13:06:50.951364,2022-01-18T13:06:50.951364,B015,C[N+]12CC(=O)O[B-]1(c1sc3ccccc3c1Br)OC(=O)C2,True,1104636-80-7,fea52f4d-1371-42c2-96d6-dfc177e9ae22
f6d18772-da99-4460-af43-e1d0d319a0a6,2022-01-18T13:06:59.155784,2022-01-18T13:06:59.155784,B016,C[N+]12CC(=O)O[B-]1(c1cc(Cl)cc(Br)c1)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
77e22214-bbb4-420a-943c-02d7b891702e,2022-01-18T13:07:07.611249,2022-01-18T13:07:07.611249,B017,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(Br)s3)s1)OC(=O)C2,True,1104636-79-4,fea52f4d-1371-42c2-96d6-dfc177e9ae22
270d5dd3-fe23-4dda-8ccf-51d3850e02e8,2022-01-18T13:07:15.799781,2022-01-18T13:07:15.799781,B018,C[N+]12CC(=O)O[B-]1(c1ccc(Br)nc1)OC(=O)C2,True,1816951-75-3,fea52f4d-1371-42c2-96d6-dfc177e9ae22
24e91d9a-7785-43f7-9cba-8123dc0d708a,2022-01-18T13:07:24.107083,2022-01-18T13:07:24.107083,B019,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cn1)OC(=O)C2,True,1227700-50-6,fea52f4d-1371-42c2-96d6-dfc177e9ae22
b8820fe8-b467-4f6e-91a9-0180bd576800,2022-01-18T13:07:32.514078,2022-01-18T13:07:32.514078,B020,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,True,1257650-76-2,fea52f4d-1371-42c2-96d6-dfc177e9ae22
804dab2c-e042-49e5-8578-b4393687345d,2022-01-18T13:07:40.641371,2022-01-18T13:07:40.641371,B021,C[N+]12CC(=O)O[B-]1(c1ccc(I)cc1)OC(=O)C2,True,1257649-56-1,fea52f4d-1371-42c2-96d6-dfc177e9ae22
20a986e1-e10b-4fe0-9825-3925ab6dc979,2022-01-18T13:07:49.051117,2022-01-18T13:07:49.051117,B022,C[N+]12CC(=O)O[B-]1(c1cc(Br)ccc1F)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
449ebec1-e0ba-4d19-96a5-366c9fdf224c,2022-01-18T13:07:57.147646,2022-01-18T13:07:57.147646,B023,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccccc1Br)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
2c0bf7f5-815c-47c3-b68c-eb601a2e52f9,2022-01-18T13:08:05.205144,2022-01-18T13:08:05.205144,B024,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,True,943552-11-2,fea52f4d-1371-42c2-96d6-dfc177e9ae22
d1bb232c-b83a-49cb-bcec-0e02558a6c41,2022-01-18T13:08:13.287359,2022-01-18T13:08:13.287359,B025,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,True,943552-31-6,fea52f4d-1371-42c2-96d6-dfc177e9ae22
a343cee0-8341-42a6-b3e6-36344c9ce476,2022-01-18T13:08:21.685996,2022-01-18T13:08:21.685996,B026,C[N+]12CC(=O)O[B-]1(c1cccnc1I)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
ec584c6b-36e5-4ba9-a122-80f1850efa86,2022-01-18T13:08:29.870721,2022-01-18T13:08:29.870721,B027,C[N+]12CC(O[B-]1(OC(C2)=O)/C=C/c3cc(Br)ccc3)=O,True,943552-33-8,fea52f4d-1371-42c2-96d6-dfc177e9ae22
8b3fe017-b765-4275-9f02-6e4abee8388a,2022-01-18T13:08:38.251289,2022-01-18T13:08:38.251289,B028,C[N+]12CC(=O)O[B-]1(c1cc(Br)no1)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
88ff620c-7b8c-4ecd-9403-fd6c0f249e97,2022-01-18T13:08:46.422548,2022-01-18T13:08:46.422548,B029,C[N+]12CC(=O)O[B-]1(c1ccncc1Br)OC(=O)C2,False,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
5e01f2dd-c067-4696-80ba-9b9a1f357dad,2022-01-18T13:08:54.567169,2022-01-18T13:08:54.567169,B030,Br/C=C\[B-]1([N+]2(C)CC(O1)=O)OC(C2)=O,True,1105069-27-9,fea52f4d-1371-42c2-96d6-dfc177e9ae22
2d83fadb-4b36-42a3-a29d-1ff30b8972d6,2022-01-18T13:09:02.839161,2022-01-18T13:09:02.839161,C001,BrC1=CC=C(C2=CC=C(Br)C=C2)C=C1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
d84002d6-88ab-4007-80e3-629404e64478,2022-01-18T13:09:11.029798,2022-01-18T13:09:11.029798,C002,IC1=CC=C(C=C1)I,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
c995b067-f927-40cc-98ce-f067b07ef086,2022-01-18T13:09:19.129464,2022-01-18T13:09:19.129464,C003,BrC1=CC(C)=C(C=C1C)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
26c859cf-a527-4d48-aa3c-97f91b49073d,2022-01-18T13:09:28.844210,2022-01-18T13:09:28.844210,C004,BrC1=C(C(F)=C(C(F)=C1F)C2=C(C(F)=C(C(F)=C2F)Br)F)F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
76d1382a-9290-49c6-8868-642282178219,2022-01-18T13:09:41.421441,2022-01-18T13:09:41.421441,C005,BrC1=CC=C(C2=C1)C3=C(C2(C)C)C=C(Br)C=C3,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
05363cc8-5e01-4253-ac1c-a7b072bbb49b,2022-01-18T13:09:49.576200,2022-01-18T13:09:49.576200,C006,BrC1=CC=C(C2=C1)C3=C(C2=O)C=C(Br)C=C3,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
3762294e-0f0a-4d6d-bc4f-1a22b90f5c7d,2022-01-18T13:09:57.715869,2022-01-18T13:09:57.715869,C007,BrC1=CC=C2C3=C(NC2=C1)C=C(Br)C=C3,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b43907c3-83d8-4f12-8557-c288aa73e579,2022-01-18T13:10:05.757040,2022-01-18T13:10:05.757040,C008,BrC1=C2C(C=CC=C2)=C(C3=CC=CC=C31)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
bdf2d65b-5a44-4027-9e3a-711bf83cf8af,2022-01-18T13:10:13.852927,2022-01-18T13:10:13.852927,C009,BrC1=C2C(C=CC=C2)=C(C3=CC=CC=C31)C4=C5C=CC=CC5=C(C6=C4C=CC=C6)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
c9ad9ef7-4029-43f8-92ba-b7f3e30dc151,2022-01-18T13:10:21.930532,2022-01-18T13:10:21.930532,C010,BrC1=CC=C2C=C(C=CC2=C1)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
6df57580-8d42-45a5-b5c8-6895aea01dd0,2022-01-18T13:10:30.029613,2022-01-18T13:10:30.029613,C011,BrC1=CC2=C(S1)C=C(Br)S2,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ca41ee1c-2dac-4c12-89f3-72e49485509d,2022-01-18T13:10:38.146932,2022-01-18T13:10:38.146932,C012,BrC1=CC=C(C2=NSN=C21)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ca36fd95-9336-4a81-96ad-bacd365026ee,2022-01-18T13:10:46.349323,2022-01-18T13:10:46.349323,C013,BrC1=CN=C(C2=NSN=C21)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
338fe5c0-2ac2-4742-9fac-b183065871e6,2022-01-18T13:10:54.489212,2022-01-18T13:10:54.489212,C014,FC1=C(C(F)=C(C(F)=C1Br)F)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b4f3c922-7b1d-46c9-9f70-1b20a80b6578,2022-01-18T13:11:02.698694,2022-01-18T13:11:02.698694,C015,NC1=C(C=CC(Br)=C1)C2=CC=C(C=C2N)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
a51f170b-2355-4d10-9567-b7ab304bfa3a,2022-01-18T13:11:10.877990,2022-01-18T13:11:10.877990,C016,BrC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ae3fa8ef-7627-4fb4-96b6-e0be870ee52e,2022-01-18T13:11:19.067227,2022-01-18T13:11:19.067227,C017,BrC1=CC=C(C=C1)C2=C(C=C(C(C)=C2)C3=CC=C(C=C3)Br)C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
d9a405a7-f946-4225-bb67-f11e2ab6afcc,2022-01-18T13:11:27.130652,2022-01-18T13:11:27.130652,C018,BrC1=CC=C(C=C1F)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
be74f159-3f9f-4035-9b13-d1c2d9765475,2022-01-18T13:11:35.264769,2022-01-18T13:11:35.264769,C019,BrC1=C(C(F)=C(C(F)=C1F)Br)F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
58b85dc9-cc05-4a2c-985d-912db5916542,2022-01-18T13:11:43.502026,2022-01-18T13:11:43.502026,C020,BrC1=CC(OC)=C(C=C1OC)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
00560c08-7d7c-4b1f-9203-931fa96c2dcc,2022-01-18T13:11:51.629409,2022-01-18T13:11:51.629409,C021,BrC1=CC=C(C=C1C(F)(F)F)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
d92db27b-c701-4fd5-8904-40457e9f38c6,2022-01-18T13:11:59.847645,2022-01-18T13:11:59.847645,C022,BrC1=CC=C(C=C1[N+]([O-])=O)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
12f46719-5dd9-471f-b9d5-53006acb4e8f,2022-01-18T13:12:08.022667,2022-01-18T13:12:08.022667,C023,BrC1=CC=C(C=C1N)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
9c4660e8-03f3-48c7-be78-59fb9fb4abfd,2022-01-18T13:12:16.221485,2022-01-18T13:12:16.221485,C024,BrC1=CC=C(C2=C1N=CC=N2)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
570790ab-f9dc-4b70-8544-dfd098ca5d23,2022-01-18T13:12:24.402170,2022-01-18T13:12:24.402170,C025,BrC1=CC=C(S1)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ef5b48e8-7fb4-4ae7-9a2f-f3e82a5bada0,2022-01-18T13:12:32.594634,2022-01-18T13:12:32.594634,C026,BrC1=C(C([N+]([O-])=O)=C(S1)Br)[N+]([O-])=O,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
841a5f74-4ec4-4786-9cbc-3dc945145edb,2022-01-18T13:12:40.710711,2022-01-18T13:12:40.710711,C027,BrC1=C2OCCOC2=C(S1)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f8c9d410-7ae9-4c2d-a8ae-959c713c4453,2022-01-18T13:12:48.829258,2022-01-18T13:12:48.829258,C028,BrC1=CC(F)=C(C=C1F)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ebe76062-f7b1-41a3-b834-98a1f4f69d64,2022-01-18T13:12:56.924337,2022-01-18T13:12:56.924337,C029,BrC1=CC=C(C=C1C)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
0fa77321-78a5-4855-aef4-63e6927828c6,2022-01-18T13:13:05.198649,2022-01-18T13:13:05.198649,C030,BrC1=CC=C(C=C1C(O)=O)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
51a59025-ccdb-45ea-8a7c-e6ab869b08a5,2022-01-18T13:13:14.501936,2022-01-18T13:13:14.501936,C031,BrC1=CC=C(N=N1)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
bede2f74-e6fc-4e7a-aa30-0690f613dbdc,2022-01-18T13:13:22.650869,2022-01-18T13:13:22.650869,C032,BrC1=CC(C(F)(F)F)=C(C=N1)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
c6e2542f-0d4b-44ef-95d4-92d3649604ae,2022-01-18T13:13:30.781919,2022-01-18T13:13:30.781919,C033,Brc1cnc(Br)nc1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
5b92973e-a494-429f-a7a6-ae45a421bcfb,2022-01-18T13:13:39.009125,2022-01-18T13:13:39.009125,C034,BrC1=CC=C2C=CC(Br)=CC2=C1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
1728f4d9-627d-46fd-872d-46dfaa3d65a7,2022-01-18T13:13:47.152405,2022-01-18T13:13:47.152405,C035,BrC1=C(C=CC=C1)C2=CC=CC=C2Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
36ca110f-4438-4f57-a57d-8dff3fbe76d5,2022-01-18T13:13:55.455989,2022-01-18T13:13:55.455989,C036,BrC1=CC=CC(Br)=C1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
8b79f38e-21d8-4aef-8b56-0d31b6272b19,2022-01-18T13:14:03.851100,2022-01-18T13:14:03.851100,C037,BrC1=C(SC=C1)C2=C(C=CS2)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
400ac899-e81c-46f0-9457-0b2cb9626ed6,2022-01-18T13:14:12.238487,2022-01-18T13:14:12.238487,C038,BrC1=CC=C(C2=CC=C(S2)C3=CC=C(S3)Br)S1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f593fcd2-3967-4767-b008-693b3a5c6951,2022-01-18T13:14:20.379463,2022-01-18T13:14:20.379463,C039,BrC1=CC=CC(C2=NC(C3=CC=CC(Br)=N3)=CC=C2)=N1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f014754d-1241-44f0-9f6c-df88400f1fa0,2022-01-18T13:14:28.657194,2022-01-18T13:14:28.657194,C040,BrC1=CC=CC(C2=NC(Br)=CC=C2)=N1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
cb45280f-c38d-415d-9b28-66c68aafe659,2022-01-18T13:15:08.851962,2022-01-18T13:15:08.851962,C041,BrC1=NC(Br)=CC=C1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
efb8a75c-0891-4cb6-ab06-b57d5f995dca,2022-01-18T13:15:16.924742,2022-01-18T13:15:16.924742,C042,BrC1=CC(O)=C(C=C1O)Br,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
