hid,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34
C001,2.515645704992084,-2.4883477743619022,-0.06694916402064824,-2.8151191102560746,0.8443533663435058,-0.12455223507357961,0.7786040311221547,-0.06412127515786813,0.9748857515451053,-0.24941495011183396,0.07291256039999162,0.423279640013539,-0.17715326904103013,-0.01606054439548677,0.5534624509965562,0.45920751809493837,-0.36895488107810953,0.2616464058572904,0.16007668289618895,0.11271377189805684,-0.0020951133150953947,0.3664705379165401,-0.06473825988879478,-0.7092896015423155,0.3892320226082327,-0.09552238336475578,-0.11996635307169252,0.07479067174160016,0.0694990346336339,-0.032147273410629736,0.039579474574994694,-0.18703189048773206,0.2698546881768784,0.2243980588961772,0.38355359515816106
C002,-1.9504734886799195,-3.355177928712557,-1.200977170634874,-2.106850851020658,1.5396970484260561,-0.8566735934212218,1.2599205156211153,-0.18663997472823712,0.13155896459012625,-0.7096662370777154,-0.1028750766921092,0.5086626890989142,-0.6453220225796332,-0.250298871824089,0.8896285548014791,0.16465265599710097,-0.9799399221383936,0.8387590292577976,0.22045396378719168,0.3025800168362916,-0.3385975889285167,0.3454569942708077,0.15227436711659484,0.06942902732851203,-0.13305018317200637,-0.44082502771383625,0.3533356194534526,0.11509928483658187,-0.3407962205662467,-0.34155169173435185,0.1428910914230559,0.08639897932471927,-0.013564179461123224,0.20454672489628556,-0.011696684345038552
C003,-1.1043812463914646,-2.6548753211405796,-1.012054367928448,-0.1415831096759317,0.3627599874930578,1.3695992525668697,-0.2095791780272569,1.391335913480709,-0.23238249599694055,0.08589406810667871,0.2781606533686368,-0.1831710409863733,-0.09444610889463691,-0.06469480819267671,0.09846107819728918,0.7446835963959526,-0.2662174109473723,-0.6267238585166508,0.5050797603308957,0.286284422122699,0.1409122175303033,-0.5298347877798629,-0.10649024921235233,-0.03149375356782222,0.3607279714470347,-0.17619751838395087,0.12657860142069108,0.23685161409000177,0.41258089857802677,0.17341873833327054,-0.09682962955314178,0.08583609655039393,-0.13075959431826412,0.06836835833097689,0.3064656328374215
C004,5.633258466999031,8.174286876113255,0.7965848838931335,-2.2085263152830312,-1.0927559572191097,3.729908190435629,4.1896565607841,-0.5613469680727244,2.1344764170327135,-1.4175588525912641,0.21496772051660246,0.11838390763434138,0.38336323760530167,0.7970959271139048,-0.7969793710359361,-0.5535534989364915,-0.3233747801010066,-1.298394621948408,0.5411923403482133,3.7108574942380805,0.30684182495198375,0.38686103124175614,0.06682218994080702,0.6709272543633648,-0.632578848855421,0.18324031362210205,0.051213370066911394,0.8183132949924077,-0.029414157993396788,-0.3695981481302808,0.30141163906291146,0.7020520672764002,0.3681124354568938,-0.20075170111482182,-0.6272998117329136
C005,4.812671999131762,-0.9661900029304179,0.9163527221073455,-0.19772208886588394,0.8953630240547508,0.3592974921927267,-0.4797117291982185,2.7986157300603174,0.158517646014584,-0.134086244708764,0.8334521193551984,0.48150531961501114,-0.9948802521141926,0.7815052385679351,-0.11585191045271423,-0.12814578043186303,0.37358576470321164,-0.9256220508662331,0.628282055391233,-0.3343936907706999,-1.034211229626009,-0.4851117775543355,0.18951269271908003,0.28942806119311726,0.8745407450996332,0.48306111197382134,-0.5353662695788531,-0.4651236718495853,0.35000124134563076,0.19415114650532786,0.09346658332137632,-0.4455149198119022,-0.46146870211598906,-0.38845280474956556,-0.907466267089364
C006,3.842146714551596,0.7261230773437373,1.5175926093583165,-1.8226574793814165,0.9388408372591891,-0.5767858474321567,-0.5986703877086236,0.01740561638265367,0.7637008972054082,-0.6999790126999004,0.5744302014600768,0.8160916223056074,-0.9481017275305477,0.38031218691088836,1.0747724940244119,-0.2229128560575693,0.932091702789839,-0.0365726568701987,0.14314806655064713,-0.6635797502689501,-0.7589872198358056,0.005560010311527317,0.49374025722801046,-0.12759129405971167,0.6709317907520349,0.053073608398092026,-1.2355051630067906,0.5436712835210241,0.370941594089664,-0.19927665142851478,0.012282296365487921,0.11089824803382581,-0.1186540726139705,0.08565718598658806,-0.9282124226935476
C007,3.2396650694886837,-0.9220617008622688,2.0139570882752036,-1.7306429839877693,-0.02692463897233787,-0.3758265561507054,-0.01983530537958766,0.7086246452828205,0.9745828694784532,0.5658321252833586,-0.4534895370655296,1.3746086402721867,-0.687958979106719,0.5780403171809398,0.769659859232092,0.11451822972449417,0.15010951042945403,-0.17717442958312254,-0.11577614365971615,-0.4784138921064135,0.023072053783379058,0.15498459024258027,0.05547034801972925,0.1316358610071574,-0.12782188041823744,0.524414984172245,-0.4532663491649756,0.4612105661789999,-0.18373387050411352,0.4113784688333447,-0.5900711552067052,0.21535348102846155,0.21625065453430584,-0.1989341131090572,-0.35613315495622805
C008,3.6270288276384743,-1.002413432730044,1.9937245436562125,-2.002080368642729,-0.06511175046279949,1.296000521597799,-1.1714755186849266,1.3500645766809565,-1.370673470864387,0.06919788968833253,1.0907056207554602,-1.0211854589323381,-0.5551421192821752,0.14449798713740333,0.056073440725465135,0.2681591518566931,-0.5329114920605483,0.28356053051456,-0.596329450405134,-0.403671950654973,-0.18964378349795322,0.4785517811003275,0.1688023420691537,0.18315940257866753,-0.7033737305668998,-0.4867376676908916,-0.2826939131994409,-0.5693619789933074,-0.2725006786260498,-0.136667287006598,0.19255889182609456,-0.25168694950593334,0.32879794203324136,-0.18693608942155196,0.12935845974605714
C009,12.865889276842394,0.10420084224719332,2.382646671901618,-2.957363284436953,-1.008623148929621,1.690373600527106,-0.7099729270039555,1.264063689221918,0.5015611710313703,0.08085214271980797,1.382282574654914,-2.0565066854031415,-0.15989516068575166,0.7900982670212696,-0.4125093827453882,-0.1922449716056676,0.3036043015081804,0.39420568072838236,-1.5136408401517358,-1.50742012651237,-0.8141352553620167,-1.5294430954591027,0.33055798243161205,1.358916304892589,-1.3689474813344247,0.08818842481925852,1.3371231308611449,0.31208053420049603,-1.0660479737282496,-0.6114633848255437,0.1901025697143184,-0.48818790490008285,0.07379611359499083,0.3751423242561039,-0.46166321285252343
C010,1.0907665926107113,-2.0939794882732503,0.28880550839821906,-2.5873541064358694,0.8769841985905138,-0.43480174550613065,-0.2892082552675611,0.2656003468055307,-0.2662309223332689,0.015183359641244636,0.27049556548585374,0.4513534918820712,-0.4446005162746614,-0.020249122505854294,0.0071430844776640854,0.17502528478701485,-0.3628436180336628,-0.4692689133756697,0.04793334455515953,0.039285126236775915,0.34318739191825337,0.1607361762646868,0.400214303501175,0.06163617550418401,-0.22468652398328784,0.2669962306682836,-0.303515519081514,-0.1503455258903914,-0.009635082105008758,0.8440244646702586,-0.1149694431256782,0.24719334400261078,0.1850904377964661,-0.35619604816426403,0.04768189284708959
C011,0.19599421694886743,-1.598656918738907,4.090296068103325,0.7167167433334444,2.954403597733508,-0.2531163685260387,0.6188211473109074,-0.24710757276326636,-0.06367236453647385,-0.17814725702743245,-0.01845599882423579,1.046383378862858,-0.35569018431633265,-0.45129741484200225,-1.5922430966182608,0.02629611297732596,0.22996896965088348,0.2170696889690048,-0.1514287472585207,0.32110865550054174,0.4315840824061653,-0.33628088290090186,0.2304703158343388,0.12561571684107925,0.02357693621327864,0.5366663687671054,-0.9355582006916405,0.6653096711146342,0.021394699566950486,0.5408250265076756,-1.1443466111956344,0.23675729626155384,-0.3267460955188453,-0.12391562208121751,0.3617425581743805
C012,-0.0863006992878241,0.385933748021643,3.881236072561191,0.10955453698803341,-0.3134120249831786,-1.5429069380582088,0.813694300047287,0.45771199873931095,-1.2997582202792346,0.4286050406013834,-0.5488797824916682,-0.17881889971637482,0.45638379429839404,-0.25660561896272194,0.6393156959715085,0.5967457799752246,-0.8177028855149062,0.5896422892945851,0.16466906256321556,0.23290483415639116,-0.5200981313149368,-0.2558317006849632,-0.344221571247367,-0.12440787103923998,0.414344305381383,-0.02534136909589454,-0.112448669179747,0.2247857493436974,-0.12960951096899453,-0.09971903645611746,-0.050687162936459015,-0.11043548537097092,0.27171561395611354,0.10043697311067981,-0.10050887754054588
C013,-0.5336439189403203,1.1651439201976732,4.2965226050155225,0.5205687388645136,-1.488200505955488,-2.2431228920361974,0.6241528391476578,0.11572550643651904,-1.1252890359704635,0.5355657460251319,-0.6538818109414147,-0.5510744230709145,0.5405980001936891,-0.657045317903412,0.08417611847040618,0.38093033219525996,-0.3847145304524465,-0.2024946393876518,0.08183144754542392,0.3154387777685904,0.10284466744886578,-0.3912002204003094,-0.1205773164732689,-0.056987572325809234,0.4029114048344945,0.15918381236844442,0.3144546397968063,-0.047583446285826725,-0.13973508388155997,0.07683452743240621,-0.04125566390792578,-0.38611817081044464,-0.02555344953791448,-0.0796496746744247,-0.1588979943255999
