hid,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34
C001,2.515645704994838,-2.488347773886357,-0.06694918085731251,-2.81511915919355,0.8443532918041571,-0.12455234594883594,0.7786043725382593,-0.06412113557124291,0.9748865350270655,-0.2494091907530715,0.0729085046917061,0.4232655658143994,-0.1771748636313364,-0.016085321190663134,0.5534535461711452,0.4592077847402717,-0.36886953815631623,0.26156857084372687,0.15998394474165256,0.11272984732130059,-0.0014490948987795065,0.3661119737453463,-0.06350805897654181,-0.7088908248075324,0.39015176729358636,-0.09420850279298003,-0.12022783582728831,0.08050276862976587,0.06791929608593276,-0.025619147790300147,0.0234817706923095,-0.19293404117437613,0.2478549426524789,0.20382040194133447,0.39094711412270483
C002,-1.950473488697149,-3.3551779287907273,-1.2009771680591959,-2.1068508523635727,1.539697045971582,-0.8566736610590935,1.2599204810669267,-0.18664027834424557,0.13156015462903828,-0.7096683246373442,-0.10287531358162169,0.5086648866658058,-0.6453279037531948,-0.25030215206620376,0.8896231791690123,0.16463464659419122,-0.9799456964627498,0.8386917229673178,0.22050835499795537,0.30273111904353844,-0.33833855422148595,0.34481550224173346,0.1525810922999638,0.06947060815249353,-0.13248432832965773,-0.44012413810787565,0.35262985089626914,0.11324296326548439,-0.3384944593334132,-0.33431546822805275,0.14427406668465806,0.08284908179740269,-0.005508376488949656,0.19058406748343568,-0.00930094127952847
C003,-1.1043812463885458,-2.654875321287002,-1.0120543670649402,-0.14158310347217787,0.3627600028970311,1.369599316463545,-0.20957932229696272,1.3913359700745926,-0.23238300775244977,0.08589405487242036,0.27816171159489217,-0.18316406577402597,-0.09443206897147284,-0.06468139912361799,0.09846372064160092,0.7447023175492404,-0.26625233211175264,-0.6267016100244766,0.5050837930370794,0.28627572156604963,0.14071220889673158,-0.5296348228880404,-0.10693718799075208,-0.031447632844604174,0.3600615843372648,-0.1768311839346135,0.12677925741086554,0.2364488402833556,0.4112536599444133,0.17018717229465488,-0.09353825315482567,0.09056385071389413,-0.1237275658612112,0.07397840242534061,0.3048497214199961
C004,5.633258467055202,8.174286876224151,0.7965848626845979,-2.208526328565741,-1.0927559679275254,3.7299080809980896,4.189656807961185,-0.5613467558981201,2.1344771331154067,-1.4175575072565891,0.21496587364494668,0.11836844613120853,0.3833714641239542,0.7970855674684617,-0.7969762466616976,-0.5535003393391945,-0.3233680821219177,-1.2985079026508737,0.5412478517905459,3.7108986297564126,0.3073982336711519,0.3866726548825054,0.06724280958372686,0.670563728009552,-0.632374822581754,0.18458914548104427,0.05087459765959605,0.8214531710930898,-0.028197663529840468,-0.3713234056163199,0.31781343456108474,0.6955069346013089,0.3685392970956968,-0.21724536167566577,-0.6214200656173477
C005,4.812671999153635,-0.9661900028123679,0.916352727552603,-0.19772209833323282,0.8953629244096127,0.35929759955077173,-0.47971146346435095,2.798615925791005,0.1585161136009024,-0.13408821423663855,0.8334482842195321,0.48149872923756726,-0.9949122333715116,0.7814788035256695,-0.11582867667130772,-0.12813924464525372,0.37356451882317687,-0.9254763691367562,0.6282893219256162,-0.33447265238462265,-1.0340639137508358,-0.48409947019028826,0.18813748581672726,0.288372452513211,0.8764648676229737,0.4837646064383602,-0.5313285279675144,-0.46296519226760635,0.3503493957940114,0.2029927822472908,0.09705076959223297,-0.43456193886590094,-0.45506788032506873,-0.3358230236500794,-0.8680189882840393
C006,3.8421467145332797,0.7261230765896632,1.517592642254138,-1.8226574093149448,0.9388408926265981,-0.5767855003985115,-0.598671045418786,0.017405374022767595,0.7636982464772316,-0.6999878376474666,0.5744356645177826,0.8161252615358183,-0.9480792436776148,0.3803539867105693,1.0747930349218182,-0.2229151715284505,0.9319167397596153,-0.03629959886379917,0.1432332032480517,-0.6636026147579647,-0.7602753263408876,0.006714911111101316,0.491076797395625,-0.12836951865871513,0.6692884012102612,0.04944337496957694,-1.2305626488031227,0.5350571054177493,0.37307495390576806,-0.1981780065619815,0.01062690490682064,0.10440833527635467,-0.04855147915846492,0.1579378705411414,-0.8922645609812931
C007,3.239665069470784,-0.9220617006491886,2.0139570943705283,-1.7306429857411856,-0.026924633897548143,-0.3758269050636488,-0.01983516418449006,0.7086246619437666,0.9745822540024827,0.5658327817018959,-0.45350389017486753,1.3745930589191409,-0.6879774527056522,0.5780008912827598,0.7696564338093144,0.11452951350320667,0.15013278605251718,-0.1772208474588829,-0.11564804148323463,-0.47826976220229633,0.02332857972292797,0.1552026118737883,0.055234323422868915,0.1304881004874217,-0.12609638078816726,0.5250296111896285,-0.45285512765694197,0.46329552073314734,-0.1795024979669268,0.4224022733651026,-0.5914692417737398,0.2239609432729086,0.1813437270911584,-0.2103617364841224,-0.3629853920162388
C008,3.627028827675097,-1.0024134328746515,1.9937245313427714,-2.0020803769927564,-0.06511178573068209,1.296000760279762,-1.1714755771069285,1.3500651432209607,-1.3706754268543708,0.06920060796178203,1.0907068886861646,-1.0211764595989856,-0.5551107142056239,0.14452563734653656,0.056072813977520085,0.2682238858993098,-0.5329891305152769,0.2836482729542583,-0.5963701687740955,-0.40379827914083705,-0.19008877062422683,0.4796327034274217,0.16763292935651034,0.18296837412336256,-0.7051509827738356,-0.48797892007522375,-0.28128366722606535,-0.5670339341532867,-0.2761778043326186,-0.14851457628385853,0.17916799773266132,-0.2604727766560314,0.33122905188412044,-0.15544300664371608,0.13168286788212866
C009,12.865889276802067,0.10420084193146129,2.3826466880033688,-2.9573632591783237,-1.0086231054386663,1.6903735655040588,-0.7099732269284018,1.264063247940562,0.5015615609806882,0.08084761598858628,1.3822833928294145,-2.056492625330336,-0.15988644817444328,0.7901143093661841,-0.4125240679868841,-0.1922718121613146,0.3035549915129383,0.39419757121302945,-1.5135790243199247,-1.5072665110542365,-0.8144463820411054,-1.5298593270008556,0.3299406996830069,1.3590855434429578,-1.369402532838306,0.08784291328062924,1.3365813473077002,0.3068909679846896,-1.063461079903849,-0.6064078053242775,0.17783458879894107,-0.4967112358315593,0.08191011384907956,0.3700087160867356,-0.47422933523454947
C010,1.0907665926287586,-2.0939794880403326,0.288805510601711,-2.5873541112297778,0.8769842211096028,-0.4348017581071872,-0.2892082544830482,0.2656002009168369,-0.26623148485536147,0.01518734313322955,0.27050215080139794,0.4513516057473839,-0.4445921206778293,-0.020239534091850378,0.0071363811156034225,0.17502337074772636,-0.3627778796796243,-0.46916915753028093,0.04777372611952078,0.03914387417402672,0.3428637829393192,0.16103749632714495,0.40029270226660185,0.06259541861767913,-0.22495430129670876,0.26608874210833333,-0.3030466247317009,-0.15004986363573317,-0.013458077546561677,0.8369026952023408,-0.11726354016639713,0.24038644799877654,0.17482979809668128,-0.3667212390167695,0.009490533382857982
